date,temperature,humidity,pressure,weather,dc_output,ac_output,energy_kWh
2016-06-01 00:00:00,16.0,77.0,101.31,,0.0,0.0,0.08
2016-06-01 01:00:00,14.9,93.0,101.28,,0.0,0.0,0.07
2016-06-01 02:00:00,15.1,92.0,101.26,Cloudy,0.0,0.0,0.06
2016-06-01 03:00:00,15.1,86.0,101.25,,0.0,0.0,0.06
2016-06-01 04:00:00,14.8,78.0,101.27,,11.647,0.0,0.07
2016-06-01 05:00:00,14.0,80.0,101.23,Mostly Cloudy,124.828,100.254,0.05
2016-06-01 06:00:00,13.8,80.0,101.24,,411.742,381.352,0.15
2016-06-01 07:00:00,14.6,72.0,101.25,,1189.722,1140.032,0.21
2016-06-01 08:00:00,16.1,69.0,101.3,Mostly Cloudy,1962.191,1888.235,0.08
2016-06-01 09:00:00,16.4,69.0,101.31,,2587.427,2490.108,0.1
2016-06-01 10:00:00,17.8,65.0,101.29,,3017.777,2902.441,0.08
2016-06-01 11:00:00,18.0,65.0,101.29,Cloudy,3173.35,3051.113,0.06
2016-06-01 12:00:00,19.5,61.0,101.26,,3272.56,3145.814,0.08
2016-06-01 13:00:00,20.8,49.0,101.21,,2925.18,2813.854,0.06
2016-06-01 14:00:00,20.8,45.0,101.19,Cloudy,1733.586,1667.341,0.08
2016-06-01 15:00:00,18.6,66.0,101.2,Rain,306.485,278.31,0.06
2016-06-01 16:00:00,16.5,78.0,101.23,Rain,244.558,217.642,0.08
2016-06-01 17:00:00,16.5,79.0,101.21,Rain,654.87,619.002,0.06
2016-06-01 18:00:00,16.5,78.0,101.18,,298.095,270.093,0.33
2016-06-01 19:00:00,15.6,90.0,101.17,,41.636,18.617,0.17
2016-06-01 20:00:00,15.2,91.0,101.11,Cloudy,0.0,0.0,0.26
2016-06-01 21:00:00,14.8,93.0,101.11,Rain,0.0,0.0,0.36
2016-06-01 22:00:00,14.3,94.0,101.11,Rain,0.0,0.0,0.42
2016-06-01 23:00:00,14.1,95.0,101.08,Rain,0.0,0.0,0.33
2016-06-02 00:00:00,14.2,96.0,101.07,Rain,0.0,0.0,0.29
2016-06-02 01:00:00,14.2,96.0,101.05,,0.0,0.0,0.3
2016-06-02 02:00:00,14.4,94.0,101.07,Rain,0.0,0.0,0.06
2016-06-02 03:00:00,14.4,91.0,101.13,,0.0,0.0,0.03
2016-06-02 04:00:00,14.4,84.0,101.17,Rain,9.298,0.0,0.05
2016-06-02 05:00:00,13.9,90.0,101.21,Cloudy,139.107,114.26,0.05
2016-06-02 06:00:00,13.9,89.0,101.26,,428.345,397.597,0.1
2016-06-02 07:00:00,14.6,87.0,101.31,,959.08,915.65,0.2
2016-06-02 08:00:00,15.2,77.0,101.36,Cloudy,1295.166,1242.464,0.04
2016-06-02 09:00:00,15.1,76.0,101.46,,2014.637,1938.85,0.05
2016-06-02 10:00:00,17.0,70.0,101.51,,2386.028,2296.598,0.03
2016-06-02 11:00:00,17.5,60.0,101.57,Mainly Clear,2567.164,2470.654,0.05
2016-06-02 12:00:00,18.5,59.0,101.65,,2588.068,2490.722,0.05
2016-06-02 13:00:00,19.1,53.0,101.72,,2450.517,2358.598,0.03
2016-06-02 14:00:00,19.0,58.0,101.79,Cloudy,2116.288,2036.884,0.05
2016-06-02 15:00:00,18.7,58.0,101.83,,1741.892,1675.375,0.05
2016-06-02 16:00:00,18.6,57.0,101.89,,1213.588,1163.224,0.03
2016-06-02 17:00:00,18.8,58.0,101.94,Cloudy,608.05,573.277,0.05
2016-06-02 18:00:00,17.9,60.0,101.96,,266.446,239.089,0.06
2016-06-02 19:00:00,17.2,63.0,101.98,,38.658,15.694,0.03
2016-06-02 20:00:00,16.5,72.0,102.05,Cloudy,0.0,0.0,0.66
2016-06-02 21:00:00,16.0,72.0,102.06,,0.0,0.0,0.31
2016-06-02 22:00:00,15.7,75.0,102.12,,0.0,0.0,0.19
2016-06-02 23:00:00,15.6,77.0,102.12,Cloudy,0.0,0.0,0.23
2016-06-03 00:00:00,14.8,81.0,102.12,,0.0,0.0,0.19
2016-06-03 01:00:00,14.8,80.0,102.12,,0.0,0.0,0.19
2016-06-03 02:00:00,15.0,77.0,102.16,Cloudy,0.0,0.0,0.05
2016-06-03 03:00:00,14.9,80.0,102.2,,0.0,0.0,0.06
2016-06-03 04:00:00,14.9,80.0,102.25,,13.704,0.0,0.06
2016-06-03 05:00:00,14.9,77.0,102.28,Cloudy,155.141,129.986,0.05
2016-06-03 06:00:00,14.9,77.0,102.32,,465.516,433.958,0.05
2016-06-03 07:00:00,15.3,76.0,102.36,,1050.451,1004.595,0.05
2016-06-03 08:00:00,16.2,73.0,102.4,Mostly Cloudy,1580.93,1519.586,0.06
2016-06-03 09:00:00,17.1,69.0,102.47,,2044.318,1967.483,0.29
2016-06-03 10:00:00,18.5,65.0,102.48,,2346.624,2258.697,0.17
2016-06-03 11:00:00,19.3,63.0,102.5,Mostly Cloudy,2536.178,2440.899,0.23
2016-06-03 12:00:00,19.7,58.0,102.54,,2521.167,2426.482,0.81
2016-06-03 13:00:00,20.9,56.0,102.54,,2387.428,2297.945,1.13
2016-06-03 14:00:00,21.3,61.0,102.5,Mostly Cloudy,2065.247,1987.67,0.16
2016-06-03 15:00:00,20.5,64.0,102.47,,1663.029,1599.074,0.13
2016-06-03 16:00:00,21.5,55.0,102.42,,1165.972,1116.947,0.09
2016-06-03 17:00:00,22.0,59.0,102.38,Mainly Clear,603.977,569.297,0.25
2016-06-03 18:00:00,21.6,59.0,102.34,,273.119,245.626,0.07
2016-06-03 19:00:00,21.1,61.0,102.26,,40.682,17.681,0.07
2016-06-03 20:00:00,19.5,76.0,102.23,Mainly Clear,0.0,0.0,0.06
2016-06-03 21:00:00,17.4,84.0,102.23,,0.0,0.0,0.05
2016-06-03 22:00:00,17.3,82.0,102.24,,0.0,0.0,0.06
2016-06-03 23:00:00,16.9,84.0,102.23,Clear,0.0,0.0,0.06
2016-06-04 00:00:00,16.7,87.0,102.22,,0.0,0.0,0.27
2016-06-04 01:00:00,17.2,80.0,102.2,,0.0,0.0,0.13
2016-06-04 02:00:00,16.2,88.0,102.17,Mainly Clear,0.0,0.0,0.12
2016-06-04 03:00:00,15.9,91.0,102.16,,0.0,0.0,0.13
2016-06-04 04:00:00,15.9,89.0,102.12,,13.406,0.0,0.11
2016-06-04 05:00:00,15.6,93.0,102.09,Mostly Cloudy,153.994,128.861,0.06
2016-06-04 06:00:00,15.5,93.0,102.09,,454.467,423.151,0.05
2016-06-04 07:00:00,16.6,89.0,102.1,,1021.138,976.068,0.06
2016-06-04 08:00:00,17.6,85.0,102.09,Mainly Clear,1549.611,1489.249,0.08
2016-06-04 09:00:00,18.1,81.0,102.09,,2013.206,1937.469,0.19
2016-06-04 10:00:00,18.9,79.0,102.06,,2338.996,2251.359,0.05
2016-06-04 11:00:00,19.4,77.0,102.02,Clear,2552.515,2456.588,0.05
2016-06-04 12:00:00,20.5,73.0,101.99,,2484.254,2391.02,0.05
2016-06-04 13:00:00,21.3,71.0,101.92,,2342.318,2254.555,0.04
2016-06-04 14:00:00,21.5,70.0,101.84,Clear,2043.175,1966.38,0.05
2016-06-04 15:00:00,21.6,70.0,101.76,,1638.601,1575.429,0.05
2016-06-04 16:00:00,21.6,68.0,101.67,,1000.818,956.288,0.04
2016-06-04 17:00:00,21.4,70.0,101.57,Clear,488.246,456.187,0.06
2016-06-04 18:00:00,20.7,72.0,101.52,,226.126,199.579,0.07
2016-06-04 19:00:00,20.1,75.0,101.44,,35.293,12.391,0.04
2016-06-04 20:00:00,19.3,78.0,101.4,Mainly Clear,0.0,0.0,0.06
