date,temperature,humidity,dc_output,energy_kWh
2015-03-26,313.1,2073.0,17755.12,27.609999999999996
2015-03-27,292.8,2011.0,21984.913999999997,26.380000000000006
2015-03-28,263.0,1869.0,15309.761000000004,32.36
2015-03-29,225.7,2209.0,16657.420999999995,46.559999999999995
2015-03-30,305.99999999999994,1937.0,11360.074999999999,23.469999999999995
2015-03-31,218.50000000000003,1799.0,23079.605,24.529999999999998
2015-04-01,197.40000000000003,1872.0,6702.0960000000005,37.660000000000004
2015-04-02,195.7,1840.0,11923.306,30.56
2015-04-03,201.99999999999997,1829.0,9614.098,37.480000000000004
2015-04-04,176.70000000000002,1884.0,8110.977000000001,33.760000000000005
2015-04-05,173.8,1911.0,16930.546000000002,33.24
2015-04-06,203.89999999999998,1737.0,21513.220999999998,35.4
2015-04-07,211.20000000000002,1879.0,14758.317000000003,33.07
2015-04-08,220.8,1742.0,20787.805999999997,24.729999999999997
2015-04-09,248.2,1607.0,15110.799,25.37
2015-04-10,231.7,1803.0,9331.839000000002,25.410000000000007
2015-04-11,200.90000000000006,1614.0,19862.503999999997,38.19
2015-04-12,196.50000000000003,1600.0,15802.395,40.58
2015-04-13,175.7,2015.0,15351.567,32.71000000000001
2015-04-14,192.40000000000003,1742.0,23100.228,31.76
2015-04-15,199.1,1735.0,24188.99,30.599999999999994
2015-04-16,229.9,1704.0,14364.687,31.27
2015-04-17,269.19999999999993,1870.0,25234.701999999994,26.799999999999994
2015-04-18,260.4,1908.0,11416.616,28.410000000000004
2015-04-19,264.9,1935.0,24277.543,30.46
2015-04-20,295.79999999999995,1822.0,25353.459999999995,21.049999999999997
2015-04-21,261.3,1996.0,23785.735,26.089999999999996
2015-04-22,241.7,1403.0,19599.810999999998,32.97
2015-04-23,192.19999999999996,1841.0,4129.2,34.519999999999996
2015-04-24,182.4,1968.0,18870.328999999998,33.89
2015-04-25,197.89999999999998,1902.0,23705.920000000002,34.849999999999994
2015-04-26,244.4,1662.0,25422.54,35.88
2015-04-27,299.9,2098.0,26017.217,30.284999999999993
2015-04-28,290.29999999999995,1904.0,24545.638999999996,25.0
2015-04-29,266.79999999999995,1735.0,25638.315,27.0
2015-04-30,271.2,1720.0,25240.872,26.370000000000005
2015-05-01,293.90000000000003,1826.0,24181.780000000002,26.309999999999995
2015-05-02,262.6,1745.0,19093.691,24.779999999999998
2015-05-03,268.79999999999995,1796.0,10625.498000000001,23.029999999999998
2015-05-04,283.0,1618.0,9376.253999999999,23.999999999999996
2015-05-05,254.6,1736.0,23861.513000000003,26.889999999999997
2015-05-06,261.0,1858.0,25142.079,23.660000000000004
