date,temperature,humidity,dc_output,energy_kWh
2012-06-01,349.2,1721.0,21955.654,19.475999999999996
2012-06-02,320.29999999999995,1651.0,20822.332,20.331000000000003
2012-06-03,302.8,1448.0,20913.483,22.843999999999998
2012-06-04,266.1,1709.0,20356.163999999997,25.609999999999992
2012-06-05,314.7,1524.0,12769.23,24.127
2012-06-06,297.6,1418.0,8843.811000000003,27.718
2012-06-07,272.9,1709.0,8570.593,27.148999999999997
2012-06-08,272.7,1698.0,9502.861,26.775000000000002
2012-06-09,307.29999999999995,1637.0,10872.747000000001,22.284000000000002
2012-06-10,326.0,1511.0,14685.188,16.403
2012-06-11,370.49999999999994,1551.0,8358.264,17.695999999999998
2012-06-12,373.6,1709.0,18421.588000000003,15.818
2012-06-13,319.5999999999999,1686.0,14592.677999999998,16.223
2012-06-14,293.0,1564.0,11658.853000000001,16.838000000000005
2012-06-15,322.0999999999999,1502.0,21376.329999999998,17.744000000000003
2012-06-16,353.9000000000001,1920.0,25639.269000000004,13.957
2012-06-17,357.79999999999995,1699.0,24641.094999999998,21.135
2012-06-18,332.6000000000001,1580.0,5857.021,21.414000000000005
2012-06-19,327.29999999999995,1537.0,17436.733,24.755999999999997
2012-06-20,363.1,1586.0,24834.104,19.040999999999997
2012-06-21,415.0,1552.0,24296.471999999998,20.930999999999997
2012-06-22,334.6,1719.0,23943.231,26.502000000000002
2012-06-23,323.29999999999995,1865.0,23162.179,18.602999999999998
2012-06-24,339.0,1559.0,16249.903999999999,18.030000000000005
2012-06-25,357.5,1582.0,24850.154,22.599
2012-06-26,353.9000000000001,1567.0,24776.643,30.636000000000003
2012-06-27,378.09999999999997,1340.0,23846.002,21.448
2012-06-28,397.0999999999999,1464.0,23741.693,21.503000000000004
2012-06-29,428.60000000000014,1617.0,23610.266,18.703
2012-06-30,402.6000000000001,1876.0,12210.520000000002,24.294999999999995
2012-07-01,364.1,1617.0,21535.221999999998,18.576000000000004
2012-07-02,324.4,1670.0,22173.271999999997,23.547
2012-07-03,329.29999999999995,1733.0,19815.642,22.517
2012-07-04,350.5,1481.0,19762.231,20.949000000000005
