date,hour,humidity,pressure,dc_output,ac_output,weather,energy_kWh
2017-11-01 00:00:00,0,92.0,100.81,0.0,0.0,,0.75
2017-11-01 01:00:00,1,93.0,100.75,0.0,0.0,,0.53
2017-11-01 02:00:00,2,97.0,100.69,0.0,0.0,Mainly Clear,0.53
2017-11-01 03:00:00,3,96.0,100.71,0.0,0.0,,0.53
2017-11-01 04:00:00,4,84.0,100.67,0.0,0.0,,0.45
2017-11-01 05:00:00,5,84.0,100.56,0.0,0.0,Mainly Clear,0.5
2017-11-01 06:00:00,6,87.0,100.6,0.0,0.0,,0.64
2017-11-01 07:00:00,7,83.0,100.62,35.678,12.768,,0.96
2017-11-01 08:00:00,8,89.0,100.63,97.258,73.206,Mostly Cloudy,0.59
2017-11-01 09:00:00,9,93.0,100.67,179.528,153.899,,0.72
2017-11-01 10:00:00,10,83.0,100.72,214.272,187.96,,0.68
2017-11-01 11:00:00,11,77.0,100.76,226.46,199.906,Mainly Clear,0.91
2017-11-01 12:00:00,12,77.0,100.81,224.266,197.756,,1.27
2017-11-01 13:00:00,13,77.0,100.81,198.634,172.631,,0.86
2017-11-01 14:00:00,14,78.0,100.82,153.025,127.911,Mainly Clear,0.54
2017-11-01 15:00:00,15,79.0,100.79,219.541,193.125,,0.69
2017-11-01 16:00:00,16,81.0,100.79,18.985,0.0,,0.83
2017-11-01 17:00:00,17,77.0,100.77,0.0,0.0,Mostly Cloudy,0.78
2017-11-01 18:00:00,18,76.0,100.76,0.0,0.0,,0.62
2017-11-01 19:00:00,19,79.0,100.73,0.0,0.0,,0.97
2017-11-01 20:00:00,20,86.0,100.69,0.0,0.0,Cloudy,1.24
2017-11-01 21:00:00,21,93.0,100.66,0.0,0.0,,1.13
2017-11-01 22:00:00,22,94.0,100.66,0.0,0.0,,0.78
2017-11-01 23:00:00,23,91.0,100.6,0.0,0.0,Mostly Cloudy,0.47
2017-11-02 00:00:00,0,85.0,100.55,0.0,0.0,,0.81
2017-11-02 01:00:00,1,89.0,100.5,0.0,0.0,,0.82
2017-11-02 02:00:00,2,86.0,100.47,0.0,0.0,Cloudy,0.78
2017-11-02 03:00:00,3,87.0,100.45,0.0,0.0,,1.17
2017-11-02 04:00:00,4,82.0,100.41,0.0,0.0,,0.75
2017-11-02 05:00:00,5,82.0,100.33,0.0,0.0,Mainly Clear,0.76
2017-11-02 06:00:00,6,81.0,100.31,0.0,0.0,,1.15
2017-11-02 07:00:00,7,80.0,100.27,19.006,0.0,Rain,1.09
2017-11-02 08:00:00,8,86.0,100.25,92.778,68.811,Rain,0.8
2017-11-02 09:00:00,9,91.0,100.21,161.99,136.702,Moderate Rain,0.93
2017-11-02 10:00:00,10,95.0,100.16,213.766,187.464,Rain,1.08
2017-11-02 11:00:00,11,93.0,100.12,226.481,199.927,Rain,1.09
2017-11-02 12:00:00,12,94.0,100.11,223.234,196.744,Moderate Rain,1.26
2017-11-02 13:00:00,13,93.0,100.14,220.058,193.631,Rain,1.34
2017-11-02 14:00:00,14,92.0,100.16,182.271,156.588,Rain,1.2
2017-11-02 15:00:00,15,91.0,100.33,170.238,144.79,Moderate Rain,1.21
2017-11-02 16:00:00,16,91.0,100.51,12.863,0.0,Rain,1.62
2017-11-02 17:00:00,17,93.0,100.61,0.0,0.0,Rain,1.21
2017-11-02 18:00:00,18,93.0,100.65,0.0,0.0,,1.33
2017-11-02 19:00:00,19,87.0,100.67,0.0,0.0,,1.44
2017-11-02 20:00:00,20,84.0,100.79,0.0,0.0,Cloudy,1.23
2017-11-02 21:00:00,21,76.0,100.82,0.0,0.0,,1.24
2017-11-02 22:00:00,22,70.0,100.88,0.0,0.0,,1.25
2017-11-02 23:00:00,23,67.0,100.94,0.0,0.0,Cloudy,1.09
2017-11-03 00:00:00,0,73.0,100.98,0.0,0.0,,0.66
2017-11-03 01:00:00,1,62.0,101.04,0.0,0.0,,0.8
2017-11-03 02:00:00,2,87.0,101.14,0.0,0.0,Snow,0.79
2017-11-03 03:00:00,3,93.0,101.22,0.0,0.0,Snow,1.16
2017-11-03 04:00:00,4,88.0,101.23,0.0,0.0,,1.08
2017-11-03 05:00:00,5,82.0,101.25,0.0,0.0,Cloudy,0.91
2017-11-03 06:00:00,6,82.0,101.28,0.0,0.0,,1.18
2017-11-03 07:00:00,7,64.0,101.35,356.971,327.745,,1.2
2017-11-03 08:00:00,8,68.0,101.4,1269.247,1217.294,Cloudy,1.08
2017-11-03 09:00:00,9,66.0,101.5,2074.428,1996.523,,1.88
2017-11-03 10:00:00,10,69.0,101.58,2064.476,1986.926,,0.75
2017-11-03 11:00:00,11,58.0,101.65,1504.107,1445.155,Mostly Cloudy,0.22
2017-11-03 12:00:00,12,51.0,101.72,2037.969,1961.359,,0.21
2017-11-03 13:00:00,13,50.0,101.73,2253.314,2168.894,,1.74
2017-11-03 14:00:00,14,45.0,101.75,1672.53,1608.269,Mostly Cloudy,0.95
2017-11-03 15:00:00,15,45.0,101.72,1093.921,1046.886,,0.25
2017-11-03 16:00:00,16,42.0,101.75,202.832,176.746,,2.45
2017-11-03 17:00:00,17,50.0,101.77,0.0,0.0,Mostly Cloudy,1.23
2017-11-03 18:00:00,18,50.0,101.77,0.0,0.0,,1.16
2017-11-03 19:00:00,19,57.0,101.8,0.0,0.0,,1.18
2017-11-03 20:00:00,20,65.0,101.81,0.0,0.0,Mainly Clear,1.17
2017-11-03 21:00:00,21,67.0,101.82,0.0,0.0,,1.32
2017-11-03 22:00:00,22,74.0,101.86,0.0,0.0,,1.33
2017-11-03 23:00:00,23,76.0,101.9,0.0,0.0,Mainly Clear,1.4
2017-11-04 00:00:00,0,75.0,101.89,0.0,0.0,,1.27
2017-11-04 01:00:00,1,72.0,101.87,0.0,0.0,,1.3
2017-11-04 02:00:00,2,76.0,101.86,0.0,0.0,Mostly Cloudy,1.2
2017-11-04 03:00:00,3,72.0,101.85,0.0,0.0,,1.3
2017-11-04 04:00:00,4,77.0,101.8,0.0,0.0,,1.25
2017-11-04 05:00:00,5,76.0,101.79,0.0,0.0,Cloudy,1.26
2017-11-04 06:00:00,6,80.0,101.76,0.0,0.0,,1.22
2017-11-04 07:00:00,7,74.0,101.73,169.932,144.49,,1.25
2017-11-04 08:00:00,8,74.0,101.72,598.057,563.515,Cloudy,1.3
2017-11-04 09:00:00,9,73.0,101.69,945.916,902.829,,1.72
2017-11-04 10:00:00,10,73.0,101.66,1827.741,1758.374,,1.51
2017-11-04 11:00:00,11,73.0,101.63,2308.705,2222.212,Snow,1.7
2017-11-04 12:00:00,12,76.0,101.61,2557.264,2461.148,Snow,1.42
2017-11-04 13:00:00,13,88.0,101.56,1929.674,1856.843,Snow,1.36
2017-11-04 14:00:00,14,87.0,101.49,1189.579,1139.893,Snow,1.42
2017-11-04 15:00:00,15,87.0,101.43,956.481,913.119,Snow,1.47
2017-11-04 16:00:00,16,89.0,101.38,152.239,127.139,Snow,1.44
2017-11-04 17:00:00,17,83.0,101.34,0.0,0.0,Snow,1.32
2017-11-04 18:00:00,18,81.0,101.28,0.0,0.0,,1.54
2017-11-04 19:00:00,19,82.0,101.25,0.0,0.0,,1.61
2017-11-04 20:00:00,20,81.0,101.18,0.0,0.0,Cloudy,1.51
2017-11-04 21:00:00,21,79.0,101.13,0.0,0.0,,1.48
2017-11-04 22:00:00,22,80.0,101.1,0.0,0.0,,1.6
2017-11-04 23:00:00,23,84.0,101.05,0.0,0.0,Cloudy,2.23
2017-11-05 00:00:00,0,77.0,101.05,0.0,0.0,,1.98
2017-11-05 01:00:00,1,82.0,101.02,0.0,0.0,,1.38
2017-11-05 02:00:00,2,76.0,101.0,0.0,0.0,Cloudy,1.44
2017-11-05 03:00:00,3,85.0,101.01,0.0,0.0,,1.47
2017-11-05 04:00:00,4,81.0,101.03,0.0,0.0,,1.26
