date,hour,humidity,pressure,dc_output,ac_output,weather,energy_kWh
2017-11-01 00:00:00,0,92.0,100.81,0.0,0.0,,0.11
2017-11-01 01:00:00,1,93.0,100.75,0.0,0.0,,0.1
2017-11-01 02:00:00,2,97.0,100.69,0.0,0.0,Mainly Clear,0.11
2017-11-01 03:00:00,3,96.0,100.71,0.0,0.0,,0.1
2017-11-01 04:00:00,4,84.0,100.67,0.0,0.0,,0.12
2017-11-01 05:00:00,5,84.0,100.56,0.0,0.0,Mainly Clear,0.1
2017-11-01 06:00:00,6,87.0,100.6,0.0,0.0,,0.1
2017-11-01 07:00:00,7,83.0,100.62,35.678,12.768,,0.27
2017-11-01 08:00:00,8,89.0,100.63,97.258,73.206,Mostly Cloudy,0.36
2017-11-01 09:00:00,9,93.0,100.67,179.528,153.899,,0.1
2017-11-01 10:00:00,10,83.0,100.72,214.272,187.96,,0.11
2017-11-01 11:00:00,11,77.0,100.76,226.46,199.906,Mainly Clear,0.09
2017-11-01 12:00:00,12,77.0,100.81,224.266,197.756,,0.1
2017-11-01 13:00:00,13,77.0,100.81,198.634,172.631,,0.1
2017-11-01 14:00:00,14,78.0,100.82,153.025,127.911,Mainly Clear,0.09
2017-11-01 15:00:00,15,79.0,100.79,219.541,193.125,,0.13
2017-11-01 16:00:00,16,81.0,100.79,18.985,0.0,,0.09
2017-11-01 17:00:00,17,77.0,100.77,0.0,0.0,Mostly Cloudy,0.13
2017-11-01 18:00:00,18,76.0,100.76,0.0,0.0,,0.16
2017-11-01 19:00:00,19,79.0,100.73,0.0,0.0,,0.37
2017-11-01 20:00:00,20,86.0,100.69,0.0,0.0,Cloudy,0.47
2017-11-01 21:00:00,21,93.0,100.66,0.0,0.0,,0.42
2017-11-01 22:00:00,22,94.0,100.66,0.0,0.0,,1.0
2017-11-01 23:00:00,23,91.0,100.6,0.0,0.0,Mostly Cloudy,0.52
2017-11-02 00:00:00,0,85.0,100.55,0.0,0.0,,0.12
2017-11-02 01:00:00,1,89.0,100.5,0.0,0.0,,0.09
2017-11-02 02:00:00,2,86.0,100.47,0.0,0.0,Cloudy,0.11
2017-11-02 03:00:00,3,87.0,100.45,0.0,0.0,,0.09
2017-11-02 04:00:00,4,82.0,100.41,0.0,0.0,,0.1
2017-11-02 05:00:00,5,82.0,100.33,0.0,0.0,Mainly Clear,0.1
