date,Clear,Cloudy,Drizzle,Fog,Freezing Fog,Heavy Rain,Heavy Snow,Mainly Clear,Moderate Rain,Moderate Rain Showers,Moderate Snow,Mostly Cloudy,Rain,Rain Showers,Snow,Snow Grains,Thunderstorms,temperature,pressure,humidity,dc_output,ac_output,energy_kWh
2017-11-01 00:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,100.81,92.0,0.0,0.0,0.11
2017-11-01 01:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.7,100.75,93.0,0.0,0.0,0.1
2017-11-01 02:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2,100.69,97.0,0.0,0.0,0.11
2017-11-01 03:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1,100.71,96.0,0.0,0.0,0.1
2017-11-01 04:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,100.67,84.0,0.0,0.0,0.12
2017-11-01 05:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.2,100.56,84.0,0.0,0.0,0.1
2017-11-01 06:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.3,100.6,87.0,0.0,0.0,0.1
2017-11-01 07:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.7,100.62,83.0,35.678,12.768,0.27
2017-11-01 08:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,100.63,89.0,97.258,73.206,0.36
2017-11-01 09:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,100.67,93.0,179.528,153.899,0.1
2017-11-01 10:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.7,100.72,83.0,214.272,187.96,0.11
2017-11-01 11:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.9,100.76,77.0,226.46,199.906,0.09
2017-11-01 12:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0,100.81,77.0,224.266,197.756,0.1
2017-11-01 13:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.5,100.81,77.0,198.634,172.631,0.1
2017-11-01 14:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.4,100.82,78.0,153.025,127.911,0.09
2017-11-01 15:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.5,100.79,79.0,219.541,193.125,0.13
2017-11-01 16:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.5,100.79,81.0,18.985,0.0,0.09
2017-11-01 17:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.3,100.77,77.0,0.0,0.0,0.13
2017-11-01 18:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0,100.76,76.0,0.0,0.0,0.16
2017-11-01 19:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0,100.73,79.0,0.0,0.0,0.37
2017-11-01 20:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,100.69,86.0,0.0,0.0,0.47
2017-11-01 21:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,100.66,93.0,0.0,0.0,0.42
2017-11-01 22:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,100.66,94.0,0.0,0.0,1.0
2017-11-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.7,100.6,91.0,0.0,0.0,0.52
2017-11-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.8,100.55,85.0,0.0,0.0,0.12
2017-11-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,100.5,89.0,0.0,0.0,0.09
2017-11-02 02:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,100.47,86.0,0.0,0.0,0.11
2017-11-02 03:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,100.45,87.0,0.0,0.0,0.09
2017-11-02 04:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,100.41,82.0,0.0,0.0,0.1
2017-11-02 05:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.1,100.33,82.0,0.0,0.0,0.1
2017-11-02 06:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8,100.31,81.0,0.0,0.0,0.09
2017-11-02 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.4,100.27,80.0,19.006,0.0,0.2
2017-11-02 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,100.25,86.0,92.778,68.811,0.29
2017-11-02 09:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.4,100.21,91.0,161.99,136.702,0.18
2017-11-02 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.5,100.16,95.0,213.766,187.464,0.12
2017-11-02 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,100.12,93.0,226.481,199.927,0.21
2017-11-02 12:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.6,100.11,94.0,223.234,196.744,0.31
2017-11-02 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.8,100.14,93.0,220.058,193.631,0.29
2017-11-02 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,100.16,92.0,182.271,156.588,0.13
2017-11-02 15:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.9,100.33,91.0,170.238,144.79,0.1
2017-11-02 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1,100.51,91.0,12.863,0.0,0.13
2017-11-02 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.6,100.61,93.0,0.0,0.0,0.11
2017-11-02 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.6,100.65,93.0,0.0,0.0,1.69
2017-11-02 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.9,100.67,87.0,0.0,0.0,0.44
2017-11-02 20:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,100.79,84.0,0.0,0.0,0.33
2017-11-02 21:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,100.82,76.0,0.0,0.0,0.5
2017-11-02 22:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,100.88,70.0,0.0,0.0,0.44
2017-11-02 23:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,100.94,67.0,0.0,0.0,0.29
2017-11-03 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,100.98,73.0,0.0,0.0,0.28
2017-11-03 01:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,101.04,62.0,0.0,0.0,0.31
2017-11-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,101.14,87.0,0.0,0.0,0.28
2017-11-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,101.22,93.0,0.0,0.0,0.29
2017-11-03 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,101.23,88.0,0.0,0.0,0.42
2017-11-03 05:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,101.25,82.0,0.0,0.0,0.34
2017-11-03 06:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,101.28,82.0,0.0,0.0,0.27
2017-11-03 07:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,101.35,64.0,356.971,327.745,0.29
2017-11-03 08:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,101.4,68.0,1269.247,1217.294,0.17
2017-11-03 09:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,101.5,66.0,2074.428,1996.523,0.14
2017-11-03 10:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,101.58,69.0,2064.476,1986.926,0.41
2017-11-03 11:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,101.65,58.0,1504.107,1445.155,0.5
2017-11-03 12:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,101.72,51.0,2037.969,1961.359,0.75
2017-11-03 13:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7,101.73,50.0,2253.314,2168.894,0.17
2017-11-03 14:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7,101.75,45.0,1672.53,1608.269,0.08
2017-11-03 15:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,101.72,45.0,1093.921,1046.886,0.25
2017-11-03 16:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,101.75,42.0,202.832,176.746,0.39
2017-11-03 17:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.8,101.77,50.0,0.0,0.0,0.74
2017-11-03 18:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,101.77,50.0,0.0,0.0,0.4
2017-11-03 19:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,101.8,57.0,0.0,0.0,0.36
2017-11-03 20:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4,101.81,65.0,0.0,0.0,0.43
2017-11-03 21:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,101.82,67.0,0.0,0.0,0.48
2017-11-03 22:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7,101.86,74.0,0.0,0.0,0.43
2017-11-03 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.2,101.9,76.0,0.0,0.0,0.25
2017-11-04 00:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.4,101.89,75.0,0.0,0.0,0.11
2017-11-04 01:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9,101.87,72.0,0.0,0.0,0.27
2017-11-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.7,101.86,76.0,0.0,0.0,0.3
2017-11-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.4,101.85,72.0,0.0,0.0,0.2
2017-11-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.6,101.8,77.0,0.0,0.0,0.19
2017-11-04 05:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,101.79,76.0,0.0,0.0,0.23
2017-11-04 06:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,101.76,80.0,0.0,0.0,0.13
2017-11-04 07:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,101.73,74.0,169.932,144.49,0.22
2017-11-04 08:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,101.72,74.0,598.057,563.515,0.1
2017-11-04 09:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,101.69,73.0,945.916,902.829,0.4
2017-11-04 10:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,101.66,73.0,1827.741,1758.374,0.61
2017-11-04 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2,101.63,73.0,2308.705,2222.212,0.32
2017-11-04 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,101.61,76.0,2557.264,2461.148,1.04
2017-11-04 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,101.56,88.0,1929.674,1856.843,0.53
2017-11-04 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,101.49,87.0,1189.579,1139.893,0.25
2017-11-04 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2,101.43,87.0,956.481,913.119,0.26
2017-11-04 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2,101.38,89.0,152.239,127.139,0.51
2017-11-04 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.6,101.34,83.0,0.0,0.0,0.5
2017-11-04 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.6,101.28,81.0,0.0,0.0,0.34
2017-11-04 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.6,101.25,82.0,0.0,0.0,1.28
2017-11-04 20:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,101.18,81.0,0.0,0.0,0.39
2017-11-04 21:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,101.13,79.0,0.0,0.0,0.39
2017-11-04 22:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,101.1,80.0,0.0,0.0,0.41
2017-11-04 23:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,101.05,84.0,0.0,0.0,0.23
2017-11-05 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,101.05,77.0,0.0,0.0,0.11
2017-11-05 01:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,101.02,82.0,0.0,0.0,0.27
2017-11-05 02:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,101.0,76.0,0.0,0.0,0.21
2017-11-05 03:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,101.01,85.0,0.0,0.0,0.16
2017-11-05 04:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,101.03,81.0,0.0,0.0,0.34
2017-11-05 05:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,101.03,86.0,0.0,0.0,0.27
2017-11-05 06:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,101.08,88.0,0.0,0.0,0.1
2017-11-05 07:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,101.12,74.0,29.653,6.853,0.14
2017-11-05 08:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,101.16,73.0,714.644,677.353,0.15
2017-11-05 09:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,101.24,64.0,349.927,320.849,0.24
2017-11-05 10:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,101.31,59.0,1326.117,1272.512,0.41
2017-11-05 11:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,101.35,48.0,1817.373,1748.353,0.35
2017-11-05 12:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4,101.38,38.0,1520.465,1461.008,0.23
2017-11-05 13:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.8,101.38,47.0,1608.475,1546.262,0.11
2017-11-05 14:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2,101.39,47.0,1394.284,1338.663,0.11
2017-11-05 15:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,101.4,42.0,626.842,591.631,0.09
2017-11-05 16:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.3,101.45,37.0,78.459,54.759,0.1
2017-11-05 17:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2,101.51,42.0,0.0,0.0,0.09
2017-11-05 18:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7,101.59,41.0,0.0,0.0,0.09
2017-11-05 19:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8,101.66,46.0,0.0,0.0,0.24
2017-11-05 20:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,101.72,47.0,0.0,0.0,0.19
2017-11-05 21:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,101.81,50.0,0.0,0.0,0.44
2017-11-05 22:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,101.9,51.0,0.0,0.0,0.4
2017-11-05 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,101.97,51.0,0.0,0.0,0.25
2017-11-06 00:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7,102.0,59.0,0.0,0.0,0.25
2017-11-06 01:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.6,102.07,63.0,0.0,0.0,0.26
2017-11-06 02:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9,102.14,60.0,0.0,0.0,0.25
2017-11-06 03:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.1,102.2,60.0,0.0,0.0,0.27
2017-11-06 04:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.7,102.25,62.0,0.0,0.0,0.32
2017-11-06 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,102.3,59.0,0.0,0.0,0.26
2017-11-06 06:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6,102.36,63.0,0.0,0.0,0.17
2017-11-06 07:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2,102.42,74.0,50.194,27.018,0.08
2017-11-06 08:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.6,102.47,70.0,159.488,134.249,0.25
2017-11-06 09:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.7,102.54,73.0,191.363,165.503,0.36
2017-11-06 10:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1,102.59,61.0,371.528,341.996,0.38
2017-11-06 11:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,102.62,51.0,1064.508,1018.273,0.21
2017-11-06 12:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,102.65,50.0,1203.53,1153.451,0.41
2017-11-06 13:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,102.68,41.0,240.516,213.681,0.2
2017-11-06 14:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.1,102.65,47.0,127.857,103.225,0.19
2017-11-06 15:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.5,102.57,42.0,197.592,171.609,0.17
2017-11-06 16:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.3,102.57,37.0,9.382,0.0,0.7
2017-11-06 17:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8,102.6,59.0,0.0,0.0,1.57
2017-11-06 18:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,102.6,65.0,0.0,0.0,0.73
2017-11-06 19:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5,102.63,75.0,0.0,0.0,0.31
2017-11-06 20:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3,102.62,65.0,0.0,0.0,0.34
2017-11-06 21:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9,102.6,66.0,0.0,0.0,0.48
2017-11-06 22:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,102.61,68.0,0.0,0.0,0.43
2017-11-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,102.6,64.0,0.0,0.0,0.12
2017-11-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9,102.62,65.0,0.0,0.0,0.18
2017-11-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.2,102.64,64.0,0.0,0.0,0.25
2017-11-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2,102.62,69.0,0.0,0.0,0.21
2017-11-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3,102.61,69.0,0.0,0.0,0.12
2017-11-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,102.54,66.0,0.0,0.0,0.23
2017-11-07 05:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,102.5,70.0,0.0,0.0,0.23
2017-11-07 06:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,102.5,66.0,0.0,0.0,0.1
2017-11-07 07:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,102.44,60.0,62.56,39.155,0.16
2017-11-07 08:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,102.4,62.0,389.492,359.578,0.29
2017-11-07 09:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,102.39,64.0,520.006,487.239,0.21
2017-11-07 10:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,102.34,67.0,797.844,758.52,0.13
2017-11-07 11:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,102.3,65.0,343.813,314.863,0.19
2017-11-07 12:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,102.23,62.0,1897.763,1826.026,0.11
2017-11-07 13:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,102.15,57.0,1920.021,1847.522,0.09
2017-11-07 14:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,102.05,57.0,965.196,921.605,0.22
2017-11-07 15:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,102.0,56.0,400.625,370.473,0.18
2017-11-07 16:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,101.96,58.0,22.967,0.289,0.1
2017-11-07 17:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,101.89,61.0,0.0,0.0,0.37
2017-11-07 18:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,101.82,62.0,0.0,0.0,1.17
2017-11-07 19:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,101.8,67.0,0.0,0.0,0.54
2017-11-07 20:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,101.76,60.0,0.0,0.0,0.48
2017-11-07 21:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,101.71,63.0,0.0,0.0,0.49
2017-11-07 22:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,101.65,68.0,0.0,0.0,0.47
2017-11-07 23:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,101.63,76.0,0.0,0.0,0.28
2017-11-08 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,101.6,67.0,0.0,0.0,0.1
2017-11-08 01:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,101.52,84.0,0.0,0.0,0.11
2017-11-08 02:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,101.5,66.0,0.0,0.0,0.22
2017-11-08 03:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,101.48,77.0,0.0,0.0,0.28
2017-11-08 04:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,101.4,75.0,0.0,0.0,0.1
2017-11-08 05:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,101.42,82.0,0.0,0.0,0.1
2017-11-08 06:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,101.37,81.0,0.0,0.0,0.17
2017-11-08 07:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,101.33,61.0,28.924,6.137,0.26
2017-11-08 08:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,101.25,65.0,311.461,283.183,0.17
2017-11-08 09:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,101.15,63.0,325.32,296.755,0.09
2017-11-08 11:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,101.1,63.0,421.096,390.504,0.08
2017-11-08 12:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,101.11,56.0,310.686,282.424,0.11
2017-11-08 13:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,100.98,52.0,323.335,294.812,0.25
2017-11-08 14:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,100.92,57.0,280.049,252.415,0.29
2017-11-08 15:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,100.75,54.0,296.575,268.604,0.2
2017-11-08 16:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,100.72,60.0,9.49,0.0,0.2
2017-11-08 17:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,100.73,61.0,0.0,0.0,0.44
2017-11-08 18:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,100.67,61.0,0.0,0.0,0.48
2017-11-08 19:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,100.6,61.0,0.0,0.0,0.58
2017-11-08 20:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,100.55,66.0,0.0,0.0,0.41
2017-11-08 21:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,100.56,61.0,0.0,0.0,0.39
2017-11-08 22:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,100.52,75.0,0.0,0.0,0.27
2017-11-08 23:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,100.51,64.0,0.0,0.0,0.09
2017-11-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.7,100.56,75.0,0.0,0.0,0.1
2017-11-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,100.58,82.0,0.0,0.0,0.09
2017-11-09 02:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,100.55,79.0,0.0,0.0,0.09
