date,temperature,pressure,humidity,dc_output,ac_output,weather,energy_kWh
2019-11-29 00:00:00,-1.6,101.46,65.0,0.0,0.0,Clear,0.09
2019-11-29 01:00:00,-0.6,101.43,61.0,0.0,0.0,Clear,0.09
2019-11-29 02:00:00,-2.5,101.4,68.0,0.0,0.0,Clear,0.1
2019-11-29 03:00:00,-3.2,101.37,75.0,0.0,0.0,Clear,0.09
2019-11-29 04:00:00,-2.9,101.35,66.0,0.0,0.0,Clear,0.1
2019-11-29 05:00:00,-3.0,101.33,63.0,0.0,0.0,Clear,0.09
2019-11-29 06:00:00,-3.7,101.31,76.0,0.0,0.0,Clear,0.09
2019-11-29 07:00:00,-4.5,101.31,71.0,0.0,0.0,Clear,0.08
2019-11-29 08:00:00,-2.6,101.32,65.0,648.586,612.867,Clear,0.1
2019-11-29 09:00:00,-4.6,101.35,72.0,753.214,714.988,Clear,0.09
2019-11-29 10:00:00,-1.6,101.32,64.0,923.775,881.263,Clear,0.09
2019-11-29 11:00:00,0.8,101.34,54.0,1705.529,1640.2,Clear,0.09
2019-11-29 12:00:00,2.1,101.29,48.0,1118.714,1070.999,Clear,0.09
2019-11-29 13:00:00,2.8,101.21,49.0,2012.77,1937.048,Clear,0.09
2019-11-29 14:00:00,3.2,101.16,50.0,119.316,94.847,Clear,0.09
2019-11-29 15:00:00,4.1,101.11,50.0,0.0,0.0,Clear,0.09
2019-11-29 16:00:00,3.6,101.12,62.0,0.0,0.0,Clear,0.09
2019-11-29 17:00:00,0.9,101.16,71.0,0.0,0.0,Clear,0.09
2019-11-29 18:00:00,0.2,101.2,75.0,0.0,0.0,Clear,0.08
2019-11-29 19:00:00,1.8,101.22,69.0,0.0,0.0,Clear,0.09
2019-11-29 20:00:00,0.6,101.25,75.0,0.0,0.0,Clear,0.09
2019-11-29 21:00:00,-1.0,101.32,80.0,0.0,0.0,Clear,0.09
2019-11-29 22:00:00,-1.7,101.35,73.0,0.0,0.0,Clear,0.09
2019-11-29 23:00:00,-2.7,101.41,79.0,0.0,0.0,Clear,0.09
2019-11-30 00:00:00,-0.5,101.45,68.0,0.0,0.0,Clear,0.09
2019-11-30 01:00:00,-2.3,101.48,74.0,0.0,0.0,Clear,0.09
2019-11-30 02:00:00,-2.8,101.58,80.0,0.0,0.0,Clear,0.09
2019-11-30 03:00:00,-2.0,101.65,81.0,0.0,0.0,Clear,0.09
2019-11-30 04:00:00,-5.0,101.71,85.0,0.0,0.0,Clear,0.08
2019-11-30 05:00:00,-4.0,101.77,86.0,0.0,0.0,Clear,0.09
2019-11-30 06:00:00,-4.5,101.81,91.0,0.0,0.0,Clear,0.09
2019-11-30 07:00:00,-3.9,101.85,87.0,0.0,0.0,Clear,0.09
2019-11-30 08:00:00,-3.6,101.89,88.0,68.486,44.972,Mainly Clear,0.09
2019-11-30 09:00:00,-2.7,101.93,84.0,182.468,156.782,Mainly Clear,0.08
2019-11-30 10:00:00,-2.0,101.94,85.0,230.346,203.714,Mainly Clear,0.09
2019-11-30 11:00:00,0.9,101.98,73.0,275.588,248.045,Mainly Clear,0.09
2019-11-30 12:00:00,1.8,101.99,60.0,301.657,273.582,Mainly Clear,0.09
2019-11-30 13:00:00,2.9,101.95,55.0,236.956,210.192,Mainly Clear,0.09
2019-11-30 14:00:00,3.1,101.93,54.0,147.915,122.899,Mostly Cloudy,0.08
2019-11-30 15:00:00,3.6,101.91,58.0,0.0,0.0,Mostly Cloudy,0.09
2019-11-30 16:00:00,4.4,101.89,53.0,0.0,0.0,Mostly Cloudy,0.09
2019-11-30 17:00:00,2.4,101.86,63.0,0.0,0.0,Mostly Cloudy,0.09
2019-11-30 18:00:00,0.8,101.8,68.0,0.0,0.0,Mostly Cloudy,0.09
2019-11-30 19:00:00,0.6,101.76,62.0,0.0,0.0,Mostly Cloudy,0.09
2019-11-30 20:00:00,0.2,101.73,67.0,0.0,0.0,Mainly Clear,0.11
2019-11-30 21:00:00,-2.6,101.69,77.0,0.0,0.0,Mainly Clear,0.11
2019-11-30 22:00:00,-2.6,101.6,77.0,0.0,0.0,Mainly Clear,0.09
2019-11-30 23:00:00,-0.6,101.55,75.0,0.0,0.0,Clear,0.09
2019-12-01 00:00:00,-2.2,101.52,80.0,0.0,0.0,Clear,0.09
2019-12-01 01:00:00,-3.3,101.51,80.0,0.0,0.0,Clear,0.09
2019-12-01 02:00:00,-3.6,101.41,87.0,0.0,0.0,Mainly Clear,0.09
2019-12-01 03:00:00,-2.5,101.45,81.0,0.0,0.0,Mainly Clear,0.09
2019-12-01 04:00:00,-4.0,101.39,87.0,0.0,0.0,Mainly Clear,0.09
2019-12-01 05:00:00,-2.6,101.34,84.0,0.0,0.0,Mostly Cloudy,0.08
2019-12-01 06:00:00,-2.0,101.34,89.0,0.0,0.0,Mostly Cloudy,0.09
2019-12-01 07:00:00,-1.9,101.37,85.0,0.0,0.0,Mostly Cloudy,0.09
2019-12-01 08:00:00,-0.9,101.35,79.0,816.357,776.573,Cloudy,0.09
2019-12-01 09:00:00,-0.4,101.4,78.0,1513.181,1453.949,Cloudy,0.08
2019-12-01 10:00:00,-0.1,101.46,84.0,2202.569,2120.025,Cloudy,0.1
2019-12-01 11:00:00,0.9,101.48,73.0,2237.144,2153.324,Cloudy,0.09
2019-12-01 12:00:00,1.9,101.45,79.0,349.425,320.358,Cloudy,0.09
2019-12-01 13:00:00,3.5,101.44,71.0,136.903,112.098,Cloudy,0.09
2019-12-01 14:00:00,3.4,101.41,68.0,146.706,121.713,Cloudy,0.09
2019-12-01 15:00:00,4.1,101.41,67.0,0.0,0.0,Cloudy,0.09
2019-12-01 16:00:00,3.6,101.44,68.0,0.0,0.0,Cloudy,0.08
2019-12-01 17:00:00,3.4,101.49,67.0,0.0,0.0,Cloudy,0.09
2019-12-01 18:00:00,3.4,101.56,74.0,0.0,0.0,Cloudy,0.08
2019-12-01 19:00:00,3.1,101.62,80.0,0.0,0.0,Rain,0.09
2019-12-01 20:00:00,2.5,101.65,84.0,0.0,0.0,Rain,0.09
2019-12-01 21:00:00,2.6,101.64,89.0,0.0,0.0,Rain,0.09
2019-12-01 22:00:00,3.2,101.72,90.0,0.0,0.0,Rain,0.09
2019-12-01 23:00:00,2.7,101.75,93.0,0.0,0.0,Rain,0.08
2019-12-02 00:00:00,2.8,101.81,94.0,0.0,0.0,Rain,0.09
2019-12-02 01:00:00,2.7,101.82,95.0,0.0,0.0,Rain,0.09
2019-12-02 02:00:00,3.0,101.87,96.0,0.0,0.0,Rain,0.09
2019-12-02 03:00:00,2.5,101.88,97.0,0.0,0.0,Rain,0.09
2019-12-02 04:00:00,2.6,101.93,97.0,0.0,0.0,Rain,0.08
2019-12-02 05:00:00,2.6,101.96,97.0,0.0,0.0,Cloudy,0.09
2019-12-02 06:00:00,2.5,101.97,97.0,0.0,0.0,Cloudy,0.09
2019-12-02 07:00:00,2.6,101.96,97.0,0.0,0.0,Rain,0.09
2019-12-02 08:00:00,2.7,101.97,97.0,86.632,62.78,Drizzle,0.09
2019-12-02 09:00:00,2.9,102.0,97.0,161.055,135.785,Drizzle,0.11
