date,temperature,pressure,humidity,dc_output,ac_output,weather,energy_kWh
2016-06-04 06:00:00,15.5,102.09,93.0,454.467,423.151,Mostly Cloudy,0.05
2016-06-04 07:00:00,16.6,102.1,89.0,1021.138,976.068,Mostly Cloudy,0.06
2016-06-04 08:00:00,17.6,102.09,85.0,1549.611,1489.249,Mainly Clear,0.08
2016-06-04 09:00:00,18.1,102.09,81.0,2013.206,1937.469,Mainly Clear,0.19
2016-06-04 10:00:00,18.9,102.06,79.0,2338.996,2251.359,Mainly Clear,0.05
2016-06-04 11:00:00,19.4,102.02,77.0,2552.515,2456.588,Clear,0.05
2016-06-04 12:00:00,20.5,101.99,73.0,2484.254,2391.02,Clear,0.05
2016-06-04 13:00:00,21.3,101.92,71.0,2342.318,2254.555,Clear,0.04
2016-06-04 14:00:00,21.5,101.84,70.0,2043.175,1966.38,Clear,0.05
2016-06-04 15:00:00,21.6,101.76,70.0,1638.601,1575.429,Clear,0.05
2016-06-04 16:00:00,21.6,101.67,68.0,1000.818,956.288,Clear,0.04
2016-06-04 17:00:00,21.4,101.57,70.0,488.246,456.187,Clear,0.06
2016-06-04 18:00:00,20.7,101.52,72.0,226.126,199.579,Clear,0.07
2016-06-04 19:00:00,20.1,101.44,75.0,35.293,12.391,Clear,0.04
2016-06-04 20:00:00,19.3,101.4,78.0,0.0,0.0,Mainly Clear,0.06
2016-06-04 21:00:00,18.4,101.38,80.0,0.0,0.0,Mainly Clear,0.06
2016-06-04 22:00:00,18.2,101.36,80.0,0.0,0.0,Mainly Clear,0.14
2016-06-04 23:00:00,18.1,101.36,81.0,0.0,0.0,Mainly Clear,0.42
2016-06-05 00:00:00,17.1,101.36,85.0,0.0,0.0,Mainly Clear,0.5
2016-06-05 01:00:00,17.3,101.33,85.0,0.0,0.0,Mainly Clear,0.23
2016-06-05 02:00:00,17.3,101.33,74.0,0.0,0.0,Mainly Clear,0.06
2016-06-05 03:00:00,17.3,101.32,86.0,0.0,0.0,Mainly Clear,0.05
2016-06-05 04:00:00,16.5,101.32,91.0,3.067,0.0,Mainly Clear,0.04
2016-06-05 05:00:00,16.3,101.29,93.0,52.082,28.871,Mainly Clear,0.04
2016-06-05 06:00:00,16.9,101.27,91.0,138.289,113.458,Mainly Clear,0.05
2016-06-05 07:00:00,17.7,101.3,85.0,371.801,342.263,Mainly Clear,0.05
2016-06-05 08:00:00,18.9,101.31,81.0,662.809,626.754,Mainly Clear,0.04
2016-06-05 09:00:00,19.6,101.31,77.0,2304.062,2217.743,Mainly Clear,0.05
2016-06-05 11:00:00,21.2,101.28,71.0,1142.412,1094.043,Mostly Cloudy,0.52
2016-06-05 12:00:00,22.6,101.27,70.0,2758.588,2654.292,Mostly Cloudy,1.07
2016-06-05 13:00:00,23.5,101.24,62.0,551.089,517.621,Mostly Cloudy,0.33
2016-06-05 14:00:00,24.0,101.2,60.0,377.524,347.864,Mostly Cloudy,0.25
2016-06-05 15:00:00,24.4,101.14,60.0,628.743,593.488,Mostly Cloudy,0.05
2016-06-05 16:00:00,24.7,101.09,60.0,698.467,661.564,Mostly Cloudy,0.06
2016-06-05 17:00:00,23.7,101.04,60.0,732.614,694.888,Mostly Cloudy,0.06
2016-06-05 18:00:00,22.5,101.0,65.0,256.329,229.177,Mostly Cloudy,0.05
2016-06-05 19:00:00,22.3,100.96,65.0,0.0,0.0,Mostly Cloudy,0.06
2016-06-05 20:00:00,22.0,100.96,67.0,0.0,0.0,Mostly Cloudy,0.07
2016-06-05 21:00:00,20.0,100.97,75.0,0.0,0.0,Mostly Cloudy,0.05
2016-06-05 22:00:00,20.2,100.99,72.0,0.0,0.0,Mostly Cloudy,0.25
2016-06-05 23:00:00,18.4,101.0,81.0,0.0,0.0,Mainly Clear,0.47
2016-06-06 00:00:00,17.7,101.06,81.0,0.0,0.0,Mainly Clear,0.09
2016-06-06 01:00:00,19.0,101.07,67.0,0.0,0.0,Mainly Clear,0.09
2016-06-06 02:00:00,17.6,101.07,78.0,0.0,0.0,Mainly Clear,0.06
2016-06-06 03:00:00,14.7,101.1,86.0,0.0,0.0,Mainly Clear,0.06
2016-06-06 04:00:00,18.0,101.12,78.0,6.205,0.0,Mainly Clear,0.06
2016-06-06 05:00:00,15.1,101.15,86.0,65.119,41.667,Mainly Clear,0.05
2016-06-06 06:00:00,16.2,101.17,85.0,183.184,157.483,Mainly Clear,0.25
2016-06-06 07:00:00,17.9,101.22,87.0,431.593,400.775,Mainly Clear,0.13
2016-06-06 08:00:00,19.4,101.27,79.0,541.822,508.564,Mostly Cloudy,0.07
2016-06-06 09:00:00,19.6,101.28,74.0,532.349,499.305,Mostly Cloudy,0.06
2016-06-06 10:00:00,20.5,101.28,70.0,751.151,712.975,Mostly Cloudy,0.18
2016-06-06 11:00:00,20.7,101.28,69.0,1772.943,1705.403,Mostly Cloudy,0.07
2016-06-06 12:00:00,19.9,101.24,70.0,1047.003,1001.24,Mostly Cloudy,0.06
2016-06-06 13:00:00,19.9,101.23,72.0,832.054,791.878,Mostly Cloudy,0.06
2016-06-06 14:00:00,22.0,101.2,65.0,778.189,739.351,Mostly Cloudy,0.07
2016-06-06 15:00:00,22.9,101.16,55.0,565.188,531.399,Mostly Cloudy,0.05
2016-06-06 16:00:00,22.7,101.09,54.0,748.878,710.757,Mostly Cloudy,0.07
2016-06-06 17:00:00,23.9,101.03,49.0,348.995,319.937,Mainly Clear,0.06
2016-06-06 18:00:00,24.0,100.98,47.0,239.138,212.331,Mainly Clear,0.12
2016-06-06 19:00:00,20.9,100.93,61.0,0.0,0.0,Mainly Clear,0.35
2016-06-06 20:00:00,19.8,100.92,71.0,0.0,0.0,Mostly Cloudy,0.06
2016-06-06 21:00:00,17.9,100.92,77.0,0.0,0.0,Mostly Cloudy,0.06
2016-06-06 22:00:00,16.7,100.93,82.0,0.0,0.0,Mostly Cloudy,0.07
2016-06-06 23:00:00,16.9,100.96,83.0,0.0,0.0,Mainly Clear,0.06
2016-06-07 00:00:00,16.1,100.95,75.0,0.0,0.0,Mainly Clear,0.42
2016-06-07 01:00:00,15.1,100.95,79.0,0.0,0.0,Mainly Clear,0.08
2016-06-07 02:00:00,14.9,100.93,79.0,0.0,0.0,Mainly Clear,0.11
2016-06-07 03:00:00,14.4,100.95,82.0,0.0,0.0,Mainly Clear,0.06
2016-06-07 04:00:00,13.5,100.96,86.0,6.208,0.0,Mainly Clear,0.05
2016-06-07 05:00:00,12.9,100.97,86.0,65.468,42.01,Mostly Cloudy,0.06
2016-06-07 06:00:00,13.3,101.0,87.0,196.423,170.463,Mostly Cloudy,0.07
2016-06-07 07:00:00,15.1,101.0,83.0,297.361,269.374,Mostly Cloudy,0.21
2016-06-07 08:00:00,17.1,100.98,77.0,548.269,514.865,Mainly Clear,0.05
2016-06-07 09:00:00,17.8,100.98,78.0,748.789,710.67,Mainly Clear,0.33
2016-06-07 10:00:00,18.1,100.98,76.0,983.896,939.814,Mainly Clear,0.1
2016-06-07 11:00:00,19.0,100.96,72.0,1322.46,1268.962,Mainly Clear,0.09
2016-06-07 12:00:00,19.1,100.96,74.0,1013.077,968.222,Mainly Clear,0.06
2016-06-07 13:00:00,19.2,100.95,73.0,980.959,936.954,Mainly Clear,0.04
2016-06-07 14:00:00,20.1,100.9,71.0,764.818,726.308,Mostly Cloudy,0.06
2016-06-07 15:00:00,21.1,100.87,59.0,541.216,507.971,Mostly Cloudy,0.05
2016-06-07 16:00:00,22.2,100.81,69.0,423.025,392.392,Mostly Cloudy,0.05
2016-06-07 17:00:00,21.7,100.78,70.0,397.515,367.43,Cloudy,0.97
2016-06-07 18:00:00,21.4,100.71,65.0,281.109,253.454,Cloudy,0.59
2016-06-07 19:00:00,20.5,100.66,71.0,0.0,0.0,Cloudy,0.2
2016-06-07 20:00:00,20.5,100.67,63.0,0.0,0.0,Cloudy,0.08
2016-06-07 21:00:00,19.5,100.66,57.0,0.0,0.0,Cloudy,0.05
2016-06-07 22:00:00,17.5,100.69,65.0,0.0,0.0,Cloudy,0.06
2016-06-07 23:00:00,17.0,100.64,64.0,0.0,0.0,Cloudy,0.06
2016-06-08 00:00:00,17.2,100.68,54.0,0.0,0.0,Cloudy,0.11
2016-06-08 01:00:00,16.5,100.64,58.0,0.0,0.0,Cloudy,0.07
2016-06-08 02:00:00,16.3,100.64,63.0,0.0,0.0,Cloudy,0.06
2016-06-08 03:00:00,15.7,100.67,67.0,0.0,0.0,Cloudy,0.05
2016-06-08 04:00:00,15.0,100.65,68.0,6.181,0.0,Cloudy,0.09
2016-06-08 05:00:00,14.0,100.69,69.0,65.173,41.72,Cloudy,0.05
2016-06-08 06:00:00,13.8,100.65,71.0,139.648,114.791,Cloudy,0.08
2016-06-08 07:00:00,14.4,100.75,74.0,217.821,191.439,Cloudy,0.19
2016-06-08 08:00:00,15.0,100.75,71.0,448.393,417.209,Cloudy,0.07
2016-06-08 09:00:00,15.4,100.73,67.0,541.018,507.778,Cloudy,0.05
2016-06-08 10:00:00,15.7,100.8,62.0,637.666,602.203,Cloudy,0.08
2016-06-08 11:00:00,16.1,100.82,66.0,2111.634,2032.397,Cloudy,0.17
2016-06-08 12:00:00,16.6,100.84,64.0,1039.049,993.5,Cloudy,0.07
2016-06-08 13:00:00,17.0,100.91,71.0,821.98,782.056,Rain Showers,0.04
2016-06-08 14:00:00,16.0,101.0,72.0,838.662,798.32,Cloudy,0.06
2016-06-08 15:00:00,16.0,101.04,73.0,787.518,748.449,Cloudy,0.04
2016-06-08 16:00:00,15.9,101.11,65.0,1030.139,984.829,Cloudy,0.06
2016-06-08 17:00:00,18.0,101.11,62.0,533.914,500.835,Mostly Cloudy,0.05
2016-06-08 18:00:00,17.6,101.1,59.0,284.065,256.35,Mostly Cloudy,0.06
2016-06-08 19:00:00,17.0,101.1,61.0,0.0,0.0,Mostly Cloudy,0.16
2016-06-08 20:00:00,15.9,101.12,65.0,0.0,0.0,Mainly Clear,0.47
2016-06-08 21:00:00,15.0,101.14,64.0,0.0,0.0,Mainly Clear,0.21
2016-06-08 22:00:00,12.9,101.17,68.0,0.0,0.0,Mainly Clear,0.16
2016-06-08 23:00:00,12.6,101.2,73.0,0.0,0.0,Mainly Clear,0.19
2016-06-09 00:00:00,11.7,101.21,73.0,0.0,0.0,Mainly Clear,0.17
2016-06-09 01:00:00,12.2,101.23,72.0,0.0,0.0,Mainly Clear,0.04
2016-06-09 02:00:00,11.1,101.23,75.0,0.0,0.0,Mainly Clear,0.06
2016-06-09 03:00:00,11.0,101.25,77.0,0.0,0.0,Mainly Clear,0.09
2016-06-09 04:00:00,11.4,101.25,73.0,15.673,0.0,Mainly Clear,0.07
2016-06-09 05:00:00,11.9,101.24,70.0,176.225,150.66,Mostly Cloudy,0.05
2016-06-09 06:00:00,12.0,101.27,72.0,450.119,418.897,Mostly Cloudy,0.32
2016-06-09 07:00:00,12.7,101.3,72.0,548.51,515.101,Mostly Cloudy,0.09
2016-06-09 08:00:00,13.4,101.33,72.0,511.317,478.744,Mostly Cloudy,0.06
2016-06-09 09:00:00,14.5,101.34,65.0,1246.534,1195.233,Mostly Cloudy,0.04
2016-06-09 10:00:00,14.5,101.35,55.0,1377.755,1322.627,Mostly Cloudy,0.13
2016-06-09 11:00:00,15.8,101.34,57.0,1810.316,1741.533,Mostly Cloudy,0.04
2016-06-09 12:00:00,15.8,101.33,54.0,1084.492,1037.714,Mostly Cloudy,0.06
2016-06-09 13:00:00,16.5,101.29,52.0,750.769,712.602,Mostly Cloudy,0.04
2016-06-09 14:00:00,18.2,101.27,44.0,538.329,505.15,Mostly Cloudy,0.06
2016-06-09 15:00:00,17.8,101.24,46.0,484.606,452.627,Mostly Cloudy,0.04
2016-06-09 16:00:00,17.7,101.22,49.0,911.989,869.781,Mostly Cloudy,0.07
2016-06-09 17:00:00,18.1,101.17,47.0,694.547,657.738,Mostly Cloudy,0.04
2016-06-09 18:00:00,18.0,101.11,50.0,271.566,244.105,Mostly Cloudy,0.24
2016-06-09 19:00:00,16.5,101.07,53.0,0.0,0.0,Mostly Cloudy,0.17
2016-06-09 20:00:00,16.0,101.05,56.0,0.0,0.0,Mostly Cloudy,0.06
2016-06-09 21:00:00,15.7,101.05,55.0,0.0,0.0,Mostly Cloudy,0.09
2016-06-09 22:00:00,13.9,101.08,63.0,0.0,0.0,Mostly Cloudy,0.14
2016-06-09 23:00:00,13.6,101.08,68.0,0.0,0.0,Mostly Cloudy,0.1
2016-06-10 00:00:00,14.9,101.04,65.0,0.0,0.0,Mostly Cloudy,0.09
2016-06-10 01:00:00,14.8,101.03,67.0,0.0,0.0,Mostly Cloudy,0.06
2016-06-10 02:00:00,13.5,101.05,82.0,0.0,0.0,Rain,0.1
2016-06-10 03:00:00,13.0,101.07,90.0,0.0,0.0,Rain,0.06
2016-06-10 04:00:00,12.2,101.11,86.0,9.401,0.0,Rain,0.04
2016-06-10 05:00:00,11.8,101.17,87.0,119.59,95.116,Mostly Cloudy,0.06
2016-06-10 06:00:00,12.1,101.21,74.0,441.806,410.766,Mostly Cloudy,0.05
2016-06-10 07:00:00,12.6,101.29,72.0,776.852,738.047,Mostly Cloudy,0.06
2016-06-10 08:00:00,12.8,101.32,71.0,1018.701,973.695,Mostly Cloudy,0.62
2016-06-10 09:00:00,13.1,101.38,68.0,721.106,683.659,Mostly Cloudy,0.23
2016-06-10 10:00:00,13.4,101.42,72.0,2062.217,1984.747,Mostly Cloudy,0.04
2016-06-10 11:00:00,13.3,101.47,68.0,2107.219,2028.14,Mostly Cloudy,0.06
2016-06-10 12:00:00,14.0,101.48,61.0,2100.679,2021.835,Mostly Cloudy,0.15
2016-06-10 13:00:00,15.8,101.49,53.0,2055.325,1978.101,Mostly Cloudy,0.05
2016-06-10 14:00:00,16.8,101.48,50.0,1927.341,1854.589,Mainly Clear,0.06
2016-06-10 15:00:00,16.1,101.48,50.0,372.551,342.997,Mainly Clear,0.12
2016-06-10 16:00:00,17.7,101.51,52.0,513.812,481.184,Mainly Clear,0.37
2016-06-10 17:00:00,15.9,101.52,57.0,349.693,320.621,Mostly Cloudy,0.13
2016-06-10 18:00:00,16.5,101.51,57.0,108.895,84.624,Mostly Cloudy,0.07
2016-06-10 19:00:00,15.2,101.56,56.0,0.0,0.0,Mostly Cloudy,0.08
2016-06-10 20:00:00,14.4,101.6,63.0,0.0,0.0,Mainly Clear,0.2
2016-06-10 21:00:00,11.3,101.63,77.0,0.0,0.0,Mainly Clear,0.25
2016-06-10 22:00:00,11.8,101.66,74.0,0.0,0.0,Mainly Clear,0.24
2016-06-10 23:00:00,13.1,101.7,72.0,0.0,0.0,Clear,0.57
2016-06-11 00:00:00,11.9,101.71,74.0,0.0,0.0,Clear,0.55
2016-06-11 01:00:00,10.6,101.73,79.0,0.0,0.0,Clear,0.54
2016-06-11 02:00:00,11.4,101.75,82.0,0.0,0.0,Mostly Cloudy,0.31
2016-06-11 03:00:00,11.2,101.79,87.0,0.0,0.0,Mostly Cloudy,0.07
2016-06-11 04:00:00,11.5,101.81,88.0,6.292,0.0,Mostly Cloudy,0.05
2016-06-11 05:00:00,11.5,101.82,89.0,66.057,42.588,Cloudy,0.04
2016-06-11 06:00:00,11.0,101.88,93.0,224.907,198.383,Heavy Rain,0.06
2016-06-11 07:00:00,11.3,101.92,92.0,284.598,256.872,Rain Showers,0.04
2016-06-11 08:00:00,11.6,101.94,91.0,567.512,533.671,Rain Showers,0.04
2016-06-11 09:00:00,12.3,102.0,88.0,874.955,833.695,Rain Showers,0.06
2016-06-11 10:00:00,12.9,102.05,85.0,1323.966,1270.424,Rain Showers,0.04
2016-06-11 11:00:00,13.4,102.09,78.0,1012.409,967.572,Cloudy,0.45
2016-06-11 12:00:00,14.2,102.14,77.0,945.646,902.566,Cloudy,0.39
2016-06-11 13:00:00,15.4,102.17,62.0,889.584,847.95,Cloudy,0.05
2016-06-11 14:00:00,15.7,102.2,59.0,768.779,730.172,Cloudy,0.06
2016-06-11 15:00:00,16.1,102.23,61.0,524.874,491.998,Cloudy,0.15
2016-06-11 16:00:00,16.3,102.25,63.0,337.324,308.509,Cloudy,0.07
2016-06-11 17:00:00,16.3,102.27,67.0,280.054,252.42,Mostly Cloudy,0.04
2016-06-11 18:00:00,17.0,102.25,60.0,251.307,224.255,Mostly Cloudy,0.06
2016-06-11 19:00:00,16.4,102.25,63.0,0.0,0.0,Mostly Cloudy,0.05
2016-06-11 20:00:00,15.5,102.28,66.0,0.0,0.0,Mainly Clear,0.05
2016-06-11 21:00:00,14.5,102.29,74.0,0.0,0.0,Mainly Clear,0.7
2016-06-11 22:00:00,13.7,102.33,79.0,0.0,0.0,Mainly Clear,0.42
2016-06-11 23:00:00,14.2,102.33,76.0,0.0,0.0,Cloudy,0.86
2016-06-12 00:00:00,13.8,102.34,76.0,0.0,0.0,Cloudy,0.08
2016-06-12 01:00:00,13.6,102.35,77.0,0.0,0.0,Cloudy,0.04
2016-06-12 02:00:00,13.0,102.33,81.0,0.0,0.0,Mostly Cloudy,0.06
2016-06-12 03:00:00,12.3,102.34,82.0,0.0,0.0,Mostly Cloudy,0.06
2016-06-12 04:00:00,12.1,102.37,78.0,6.143,0.0,Mostly Cloudy,0.04
2016-06-12 05:00:00,11.9,102.38,77.0,86.348,62.501,Mostly Cloudy,0.06
2016-06-12 06:00:00,12.0,102.42,75.0,182.118,156.438,Mostly Cloudy,0.06
2016-06-12 07:00:00,12.4,102.43,74.0,265.625,238.284,Mostly Cloudy,0.04
2016-06-12 08:00:00,12.8,102.42,71.0,512.339,479.744,Mostly Cloudy,0.24
2016-06-12 09:00:00,13.3,102.44,69.0,819.173,779.318,Mostly Cloudy,0.09
2016-06-12 10:00:00,13.6,102.49,70.0,1566.253,1505.37,Mostly Cloudy,0.07
2016-06-12 11:00:00,15.1,102.46,64.0,2327.909,2240.691,Mostly Cloudy,0.35
2016-06-12 12:00:00,16.4,102.45,61.0,2964.25,2851.24,Mostly Cloudy,0.58
2016-06-12 13:00:00,17.3,102.42,53.0,2808.283,2701.914,Mostly Cloudy,0.35
2016-06-12 14:00:00,17.3,102.38,64.0,2521.201,2426.514,Mainly Clear,0.12
2016-06-12 15:00:00,19.3,102.35,46.0,2137.268,2057.106,Mainly Clear,0.05
2016-06-12 16:00:00,17.5,102.32,67.0,1429.901,1373.211,Mainly Clear,0.13
2016-06-12 17:00:00,18.1,102.27,64.0,517.611,484.898,Mostly Cloudy,0.1
2016-06-12 18:00:00,16.9,102.22,64.0,277.166,249.591,Mostly Cloudy,0.16
2016-06-12 19:00:00,16.7,102.16,61.0,0.0,0.0,Mostly Cloudy,0.66
2016-06-12 20:00:00,16.9,102.12,58.0,0.0,0.0,Mostly Cloudy,0.25
2016-06-12 21:00:00,15.2,102.07,77.0,0.0,0.0,Mostly Cloudy,0.34
2016-06-12 22:00:00,14.9,102.04,74.0,0.0,0.0,Mostly Cloudy,0.24
2016-06-12 23:00:00,15.4,101.98,69.0,0.0,0.0,Cloudy,0.22
2016-06-13 00:00:00,14.6,101.91,71.0,0.0,0.0,Cloudy,0.06
2016-06-13 01:00:00,14.3,101.85,72.0,0.0,0.0,Cloudy,0.06
2016-06-13 02:00:00,14.2,101.75,75.0,0.0,0.0,Cloudy,0.11
2016-06-13 03:00:00,14.2,101.67,77.0,0.0,0.0,Cloudy,0.06
2016-06-13 04:00:00,13.9,101.62,75.0,18.997,0.0,Cloudy,0.04
2016-06-13 05:00:00,13.4,101.55,82.0,183.586,157.877,Cloudy,0.06
2016-06-13 06:00:00,12.5,101.53,88.0,238.527,211.732,Rain Showers,0.04
2016-06-13 07:00:00,12.5,101.47,89.0,373.207,343.639,Rain Showers,0.69
2016-06-13 08:00:00,12.9,101.46,87.0,818.569,778.73,Cloudy,0.05
2016-06-13 09:00:00,12.8,101.44,87.0,811.001,771.35,Rain Showers,0.12
2016-06-13 10:00:00,13.8,101.38,86.0,841.513,801.099,Rain Showers,0.09
2016-06-13 11:00:00,15.1,101.31,78.0,1382.406,1327.139,Mostly Cloudy,0.04
2016-06-13 12:00:00,14.9,101.29,85.0,2387.696,2298.203,Mostly Cloudy,0.06
2016-06-13 13:00:00,17.5,101.24,67.0,2260.585,2175.895,Mostly Cloudy,0.04
2016-06-13 14:00:00,16.3,101.24,57.0,1994.403,1919.325,Mostly Cloudy,0.06
2016-06-13 15:00:00,17.2,101.24,51.0,1784.247,1716.332,Mostly Cloudy,0.04
2016-06-13 16:00:00,16.9,101.21,48.0,908.184,866.073,Mostly Cloudy,0.26
2016-06-13 17:00:00,17.7,101.17,48.0,486.848,454.82,Mostly Cloudy,0.1
2016-06-13 18:00:00,17.1,101.13,51.0,102.909,78.75,Mostly Cloudy,0.09
2016-06-13 19:00:00,16.5,101.1,53.0,0.0,0.0,Mostly Cloudy,0.54
