date,temperature,pressure,humidity,dc_output,ac_output,weekday,energy_kWh
2018-08-01,440.0,2435.8500000000004,1763.0,14003.502,13335.517,Wednesday,28.419999999999998
2018-08-02,427.79999999999995,2437.6900000000005,1707.0,24405.29,23394.891,Thursday,31.07999999999999
2018-08-03,440.6,2442.89,1676.0,24267.717999999997,23263.011,Friday,13.530000000000001
2018-08-04,442.49999999999994,2438.27,1773.0,23640.260000000006,22660.150999999998,Saturday,11.07
2018-08-05,486.1,2437.1600000000003,1727.0,23882.023999999998,22894.961,Sunday,11.670000000000003
2018-08-06,507.40000000000003,2442.02,1678.0,18992.569,18156.689,Monday,11.91
2018-08-07,504.3,2436.96,1717.0,18743.038,17919.419000000005,Tuesday,13.530000000000003
2018-08-08,550.3999999999999,2428.08,1646.0,23345.451,22379.629,Wednesday,28.169999999999998
2018-08-09,556.5,2431.91,1488.0,21153.695,20246.351,Thursday,33.470000000000006
2018-08-10,542.5000000000001,2427.91,1624.0,9109.604000000001,8598.298,Friday,33.239999999999995
2018-08-11,445.50000000000006,2436.679999999999,1838.0,11418.423999999999,10837.689999999999,Saturday,15.779999999999998
2018-08-12,412.79999999999995,2447.7499999999995,2044.0,21319.659000000003,20411.378,Sunday,13.399999999999999
2018-08-13,436.59999999999997,2443.3,2076.0,23139.054,22181.994,Monday,29.570000000000004
2018-08-14,469.29999999999995,2430.57,2032.0,22928.015,21998.755,Tuesday,26.020000000000003
2018-08-15,471.4000000000001,2428.0299999999997,1966.0,22917.565,21987.111999999997,Wednesday,27.369999999999997
2018-08-16,434.10000000000014,2438.67,1899.0,5698.781,5300.744999999999,Thursday,23.27
2018-08-17,406.3999999999999,2451.5899999999997,1879.0,13778.345,13145.271999999999,Friday,20.759999999999998
2018-08-18,405.1,2349.78,1824.0,23220.814000000002,22276.657000000003,Saturday,15.56
2018-08-19,420.69999999999993,2442.3199999999997,2062.0,22321.93,21416.366000000005,Sunday,16.899999999999995
2018-08-20,443.99999999999994,2439.21,1990.0,21450.803,20571.926,Monday,16.759999999999998
2018-08-21,485.29999999999995,2439.24,1631.0,23120.633,22185.822999999997,Tuesday,21.210000000000004
2018-08-22,441.49999999999994,2429.8,1863.0,18427.221,17649.854999999996,Wednesday,25.409999999999997
2018-08-23,393.4,2434.68,1933.0,19322.492000000002,18509.221,Thursday,25.55
2018-08-24,395.8,2440.43,1807.0,23478.285999999996,22534.101,Friday,19.560000000000002
2018-08-25,341.79999999999995,2440.5900000000006,2086.0,20239.409,19413.847999999998,Saturday,19.24
2018-08-26,370.7,2435.27,2012.0,22462.045,21538.395999999997,Sunday,18.889999999999997
2018-08-27,387.70000000000005,2443.07,1923.0,18510.716,17706.981,Monday,25.649999999999995
2018-08-28,403.29999999999995,2440.49,1739.0,16195.464999999998,15489.479999999998,Tuesday,21.109999999999996
2018-08-29,410.99999999999994,2427.079999999999,1977.0,15526.313,14817.255000000001,Wednesday,24.43
2018-08-30,410.2,2435.8299999999995,1881.0,9320.089,8821.347,Thursday,20.059999999999995
2018-08-31,406.00000000000006,2443.31,1753.0,21093.149,20220.554999999997,Friday,24.73
2018-09-01,381.4,2445.4799999999996,1781.0,20371.868000000006,19531.977000000003,Saturday,10.409999999999998
2018-09-02,384.19999999999993,2443.3800000000006,1791.0,15397.235,14708.486000000003,Sunday,8.85
2018-09-03,387.3000000000001,2445.1899999999996,1808.0,18584.671,17802.828999999998,Monday,9.2
2018-09-04,372.8,2445.1100000000006,1960.0,5114.624999999999,4733.233,Tuesday,29.630000000000006
2018-09-05,396.10000000000014,2437.02,1836.0,21824.219,20926.124,Wednesday,32.71
