date,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,temperature,pressure,humidity,dc_output,ac_output,energy_kWh
2016-06-09,0,0,0,0,1,0,0,350.0,2429.3,1470.0,10872.747,10302.511999999999,7.26
2016-06-10,1,0,0,0,0,0,0,336.1,2433.18,1624.0,14685.188,13998.121000000001,10.39
2016-06-11,0,0,1,0,0,0,0,325.9,2449.48,1833.0,8358.264,7861.075000000001,13.41
2016-06-12,0,0,0,1,0,0,0,357.8,2455.55,1652.0,18421.588,17606.82,7.95
2016-06-13,0,1,0,0,0,0,0,352.8,2432.92,1662.0,14592.678,13900.964,9.24
2016-06-14,0,0,0,0,0,1,0,276.4,2427.68,1800.0,11658.853,11070.072,9.42
2016-06-15,0,0,0,0,0,0,1,280.4,2432.05,1791.0,21376.329999999998,20464.632,7.63
2016-06-16,0,0,0,0,1,0,0,319.0,2440.61,1682.0,25639.269,24575.829,17.47
2016-06-17,1,0,0,0,0,0,0,373.1,2447.07,1593.0,24641.095,23617.723,7.97
2016-06-18,0,0,1,0,0,0,0,316.2,2447.49,2091.0,5857.021,5421.929,10.46
2016-06-19,0,0,0,1,0,0,0,335.4,2465.7400000000002,1991.0,17436.733,16671.896,7.79
2016-06-20,0,1,0,0,0,0,0,381.3,2450.08,1914.0,24834.104,23801.855,8.37
2016-06-21,0,0,0,0,0,1,0,391.8,2453.31,1731.0,24296.472,23281.998,9.459999999999999
2016-06-22,0,0,0,0,0,0,1,384.7,2441.2,1875.0,23943.231,22950.196,8.38
2016-06-23,0,0,0,0,1,0,0,363.1,2434.4,2017.0,23162.179,22183.047,6.59
2016-06-24,1,0,0,0,0,0,0,364.6,2448.32,1834.0,16249.904,15512.174,9.08
2016-06-25,0,0,1,0,0,0,0,380.1,2457.66,1853.0,24850.154,23819.677,18.8
2016-06-26,0,0,0,1,0,0,0,420.2,2452.65,1908.0,24776.643,23748.993,9.8
2016-06-27,0,1,0,0,0,0,0,470.5,2446.49,1775.0,23846.002,22855.646,4.79
2016-06-28,0,0,0,0,0,1,0,431.1,2448.3,1838.0,23741.693,22755.665,3.29
2016-06-29,0,0,0,0,0,0,1,428.0,2447.57,1824.0,23610.266,22623.075,3.25
2016-06-30,0,0,0,0,1,0,0,402.9,2449.53,1786.0,12210.52,11590.73,3.19
2016-07-01,1,0,0,0,0,0,0,391.9,2444.36,1768.0,21535.222,20631.121,3.1
2016-07-02,0,0,1,0,0,0,0,449.5,2437.01,1708.0,22173.272,21230.587,3.21
2016-07-03,0,0,0,1,0,0,0,431.3,2441.67,1582.0,19815.642,18964.536,3.09
2016-07-04,0,1,0,0,0,0,0,412.8,2443.09,1719.0,19762.231,18902.628,3.01
2016-07-05,0,0,0,0,0,1,0,371.7,2442.61,1917.0,24901.744,23874.29,2.94
2016-07-06,0,0,0,0,0,0,1,402.3,2440.1,1760.0,22543.49,21603.751,2.98
2016-07-07,0,0,0,0,1,0,0,380.7,2428.63,2024.0,4497.615,4097.138,9.99
2016-07-08,1,0,0,0,0,0,0,421.2,2424.59,1882.0,19640.834,18793.195,7.57
2016-07-09,0,0,1,0,0,0,0,403.5,2431.81,1824.0,24914.797,23886.433,12.59
2016-07-10,0,0,0,1,0,0,0,424.40000000000003,2436.41,1731.0,23589.478,22614.758,7.14
2016-07-11,0,1,0,0,0,0,0,396.3,2439.68,1744.0,24093.588,23102.381999999998,14.98
2016-07-12,0,0,0,0,0,1,0,427.3,2437.64,1829.0,23995.102,23008.009000000002,5.91
2016-07-13,0,0,0,0,0,0,1,419.90000000000003,2453.2,1916.0,18464.097,17666.487,6.59
2016-07-14,0,0,0,0,1,0,0,409.8,2453.64,1827.0,11458.009,10881.817,5.92
2016-07-15,1,0,0,0,0,0,0,413.5,2446.65,1808.0,24391.017,23391.756,6.62
2016-07-16,0,0,1,0,0,0,0,429.3,2440.24,1890.0,24062.063000000002,23054.836,9.94
2016-07-17,0,0,0,1,0,0,0,451.1,2433.42,1950.0,22124.717,21180.385,10.56
2016-07-18,0,1,0,0,0,0,0,467.4,2432.48,1821.0,21734.324,20796.749,11.32
2016-07-19,0,0,0,0,0,1,0,448.6,2442.1,1786.0,19379.419,18533.222,6.57
2016-07-20,0,0,0,0,0,0,1,470.8,2444.89,1740.0,24473.262,23448.004,8.09
2016-07-21,0,0,0,0,1,0,0,468.2,2440.72,1798.0,24355.054,23333.791,7.2299999999999995
2016-07-22,1,0,0,0,0,0,0,469.3,2448.75,1611.0,23730.046,22733.103,8.14
2016-07-23,0,0,1,0,0,0,0,426.0,2455.31,1749.0,23195.219,22219.159,14.48
2016-07-24,0,0,0,1,0,0,0,452.0,2444.99,1714.0,22755.663,21786.852,12.89
2016-07-25,0,1,0,0,0,0,0,482.6,2439.39,1844.0,8523.081,8008.325,6.11
2016-07-26,0,0,0,0,0,1,0,449.3,2444.29,1857.0,8314.913,7804.621999999999,11.73
2016-07-27,0,0,0,0,0,0,1,478.0,2444.82,1864.0,22336.813000000002,21393.679,5.42
2016-07-28,0,0,0,0,1,0,0,491.5,2443.08,1892.0,6327.021,5869.585,7.01
2016-07-29,1,0,0,0,0,0,0,481.59999999999997,2433.45,1862.0,17373.964,16586.245,12.83
2016-07-30,0,0,1,0,0,0,0,429.0,2429.29,1680.0,16749.197,15977.641,2.63
2016-07-31,0,0,0,1,0,0,0,413.3,2437.98,1741.0,24327.321,23317.204999999998,8.77
2016-08-01,0,1,0,0,0,0,0,447.4,2439.62,1706.0,14003.502,13335.517,15.56
2016-08-02,0,0,0,0,0,1,0,377.7,2443.85,1909.0,24405.29,23394.891,13.18
2016-08-03,0,0,0,0,0,0,1,403.5,2455.89,1955.0,24267.718,23263.011,11.46
2016-08-04,0,0,0,0,1,0,0,429.7,2442.15,1914.0,23640.26,22660.151,9.21
2016-08-05,1,0,0,0,0,0,0,432.2,2428.93,1741.0,23882.024,22894.961,8.77
2016-08-06,0,0,1,0,0,0,0,389.2,2432.18,1763.0,18992.569,18156.689,6.89
2016-08-07,0,0,0,1,0,0,0,407.3,2428.95,1783.0,18743.038,17919.419,7.8
2016-08-08,0,1,0,0,0,0,0,396.3,2432.88,1935.0,23345.451,22379.629,17.91
2016-08-09,0,0,0,0,0,1,0,412.8,2435.74,2036.0,21153.695,20246.351,6.33
2016-08-10,0,0,0,0,0,0,1,445.9,2442.09,1897.0,9109.604,8598.298,7.19
2016-08-11,0,0,0,0,1,0,0,451.0,2445.63,1933.0,11418.424,10837.69,5.61
2016-08-12,1,0,0,0,0,0,0,473.09999999999997,2442.24,1929.0,21319.659,20411.378,6.46
2016-08-13,0,0,1,0,0,0,0,485.7,2435.77,1909.0,23139.054,22181.994,8.41
2016-08-14,0,0,0,1,0,0,0,471.5,2435.9,1758.0,22928.015,21998.755,14.82
2016-08-15,0,1,0,0,0,0,0,457.1,2441.02,1868.0,22917.565,21987.112,6.5200000000000005
2016-08-16,0,0,0,0,0,1,0,452.9,2442.57,1865.0,5698.781,5300.745,6.39
2016-08-17,0,0,0,0,0,0,1,449.8,2441.13,1821.0,13778.345,13145.272,5.87
2016-08-18,0,0,0,0,1,0,0,467.7,2439.71,1795.0,23220.814,22276.657,7.24
2016-08-19,1,0,0,0,0,0,0,500.0,2436.72,1714.0,22321.93,21416.366,6.79
2016-08-20,0,0,1,0,0,0,0,476.9,2427.36,1838.0,21450.803,20571.926,10.81
2016-08-21,0,0,0,1,0,0,0,433.6,2422.05,1820.0,23120.633,22185.823,17.2
2016-08-22,0,1,0,0,0,0,0,416.8,2439.97,1552.0,18427.221,17649.855,6.37
2016-08-23,0,0,0,0,0,1,0,412.3,2451.05,1786.0,19322.492000000002,18509.221,5.85
2016-08-24,0,0,0,0,0,0,1,453.0,2453.19,1843.0,23478.286,22534.101,7.34
2016-08-25,0,0,0,0,1,0,0,486.9,2442.95,1706.0,20239.409,19413.847999999998,6.140000000000001
2016-08-26,1,0,0,0,0,0,0,492.9,2427.4,1625.0,22462.045000000002,21538.396,6.18
2016-08-27,0,0,1,0,0,0,0,465.0,2420.2400000000002,1657.0,18510.716,17706.981,9.19
2016-08-28,0,0,0,1,0,0,0,389.5,2441.1,1829.0,16195.465,15489.48,10.65
2016-08-29,0,1,0,0,0,0,0,424.8,2437.67,1886.0,15526.313,14817.255,6.9
2016-08-30,0,0,0,0,0,1,0,421.2,2435.09,1786.0,9320.089,8821.347,10.55
2016-08-31,0,0,0,0,0,0,1,408.3,2432.34,1999.0,21093.149,20220.555,5.82
2016-09-01,0,0,0,0,1,0,0,372.1,2433.32,1998.0,20371.868,19531.977,6.53
2016-09-02,1,0,0,0,0,0,0,354.4,2431.87,2028.0,15397.235,14708.485999999999,5.37
2016-09-03,0,0,1,0,0,0,0,349.5,2436.4,1997.0,18584.671,17802.828999999998,7.1
2016-09-04,0,0,0,1,0,0,0,354.0,2434.88,1960.0,5114.625,4733.233,13.72
2016-09-05,0,1,0,0,0,0,0,332.8,2435.62,1954.0,21824.219,20926.124,9.53
2016-09-06,0,0,0,0,0,1,0,351.0,2435.01,2027.0,16833.804,16126.994,6.26
2016-09-07,0,0,0,0,0,0,1,353.2,2445.16,2064.0,23202.987,22272.894,7.74
2016-09-08,0,0,0,0,1,0,0,376.3,2453.5,1921.0,16261.938999999998,15551.4,6.7
2016-09-09,1,0,0,0,0,0,0,358.0,2461.93,1848.0,19137.22,18333.060999999998,6.21
2016-09-10,0,0,1,0,0,0,0,407.2,2445.04,1752.0,12240.568000000001,11667.130000000001,11.31
2016-09-11,0,0,0,1,0,0,0,367.8,2447.07,1811.0,14555.795,13909.03,4.93
2016-09-12,0,1,0,0,0,0,0,351.5,2452.89,1940.0,11678.946,11132.285,5.83
2016-09-13,0,0,0,0,0,1,0,358.9,2440.4,1762.0,14293.656,13666.161,7.0
2016-09-14,0,0,0,0,0,0,1,362.7,2438.62,1880.0,11022.957,10470.951,6.47
2016-09-15,0,0,0,0,1,0,0,361.2,2447.83,1952.0,6245.456,5863.156,14.1
2016-09-16,1,0,0,0,0,0,0,391.2,2439.19,1858.0,4187.874,3859.234,6.25
2016-09-17,0,0,1,0,0,0,0,347.1,2425.82,2126.0,8269.346,7826.812999999999,7.22
2016-09-18,0,0,0,1,0,0,0,356.4,2437.9,1851.0,5534.774,5177.004,11.67
2016-09-19,0,1,0,0,0,0,0,333.9,2440.61,2005.0,10456.168,9958.677,6.09
2016-09-20,0,0,0,0,0,1,0,333.4,2448.5,2029.0,16805.262,16095.159,5.33
2016-09-21,0,0,0,0,0,0,1,325.4,2441.4700000000003,2036.0,21526.918,20677.802,6.94
2016-09-22,0,0,0,0,1,0,0,332.7,2436.14,1838.0,3870.0879999999997,3548.404,5.98
2016-09-23,1,0,0,0,0,0,0,295.5,2438.71,2131.0,8893.315999999999,8441.601,7.08
2016-09-24,0,0,1,0,0,0,0,316.5,2463.72,2039.0,18396.511,17611.122,6.3500000000000005
2016-09-25,0,0,0,1,0,0,0,357.4,2467.95,1855.0,12622.195,12025.874,10.610000000000001
2016-09-26,0,1,0,0,0,0,0,336.0,2445.62,2185.0,7719.067,7277.783,11.74
2016-09-27,0,0,0,0,0,1,0,331.1,2449.67,1990.0,14573.336000000001,13913.328,6.25
2016-09-28,0,0,0,0,0,0,1,298.4,2444.92,2117.0,13625.538,13000.51,11.19
2016-09-29,0,0,0,0,1,0,0,262.9,2441.92,2099.0,8123.338,7668.788,7.6
2016-09-30,1,0,0,0,0,0,0,249.5,2437.49,2109.0,9225.389000000001,8739.173,7.67
2016-10-01,0,0,1,0,0,0,0,298.7,2431.79,1883.0,4722.887,4360.704,10.34
2016-10-02,0,0,0,1,0,0,0,282.1,2330.32,1949.0,13827.561,13203.913,5.45
2016-10-03,0,1,0,0,0,0,0,290.9,2426.71,1931.0,22687.773,21766.318,7.28
2016-10-04,0,0,0,0,0,1,0,303.0,2422.32,2032.0,21424.524,20548.416,7.58
2016-10-05,0,0,0,0,0,0,1,319.6,2430.39,2040.0,10461.192,9941.577000000001,7.0200000000000005
2016-10-06,0,0,0,0,1,0,0,296.7,2435.7200000000003,2151.0,17706.588,16970.518,6.390000000000001
2016-10-07,1,0,0,0,0,0,0,313.3,2426.38,1812.0,16278.31,15571.534000000001,6.73
2016-10-08,0,0,1,0,0,0,0,246.0,2425.42,2192.0,6899.857,6486.432,12.13
2016-10-09,0,0,0,1,0,0,0,237.8,2434.65,2094.0,4469.273,4118.79,19.02
2016-10-10,0,1,0,0,0,0,0,218.5,2443.44,1924.0,4069.512,3736.994,6.42
2016-10-11,0,0,0,0,0,1,0,173.8,2454.21,1620.0,17820.611,17062.61,7.26
2016-10-12,0,0,0,0,0,0,1,206.7,2439.25,1759.0,14901.572,14240.217,7.0600000000000005
2016-10-13,0,0,0,0,1,0,0,287.3,2397.33,2133.0,4465.186,4127.867,7.11
2016-10-14,1,0,0,0,0,0,0,292.1,2375.95,2047.0,15312.462,14657.411,7.66
2016-10-15,0,0,1,0,0,0,0,274.2,2381.08,2064.0,5026.155,4678.147,12.8
2016-10-16,0,0,0,1,0,0,0,281.4,2383.07,2063.0,12222.225,11652.66,11.38
2016-10-17,0,1,0,0,0,0,0,261.7,2403.54,2240.0,3154.91,2854.199,6.7
2016-10-18,0,0,0,0,0,1,0,258.0,2437.29,2210.0,3467.8959999999997,3168.5699999999997,6.97
2016-10-19,0,0,0,0,0,0,1,267.4,2455.9,2015.0,3318.853,3024.326,12.25
2016-10-20,0,0,0,0,1,0,0,277.4,2436.74,2093.0,7725.567,7311.166,6.78
2016-10-21,1,0,0,0,0,0,0,241.7,2434.69,2182.0,9461.082,8993.741,7.26
2016-10-22,0,0,1,0,0,0,0,238.5,2429.92,2045.0,5585.746,5231.232,7.2700000000000005
2016-10-23,0,0,0,1,0,0,0,292.6,2424.73,1856.0,8401.816,7976.264,17.34
2016-10-24,0,1,0,0,0,0,0,274.9,2409.12,2088.0,16539.951,15858.525,7.04
2016-10-25,0,0,0,0,0,1,0,293.6,2427.67,1839.0,9562.505,9089.944,7.05
2016-10-26,0,0,0,0,0,0,1,239.2,2423.28,2197.0,3022.314,2740.34,7.25
2016-10-27,0,0,0,0,1,0,0,285.5,2420.95,2161.0,3115.806,2832.24,12.52
2016-10-28,1,0,0,0,0,0,0,308.6,2430.27,1892.0,9143.323,8707.062,8.19
2016-10-29,0,0,1,0,0,0,0,217.0,2429.39,2243.0,15725.502,15084.463000000002,6.81
2016-10-30,0,0,0,1,0,0,0,208.6,2415.15,2244.0,4847.683,4519.034,22.57
2016-10-31,0,1,0,0,0,0,0,229.2,2411.75,2292.0,2853.061,2574.566,8.25
2016-11-01,0,0,0,0,0,1,0,235.6,2427.69,2203.0,1567.647,1319.162,7.55
2016-11-02,0,0,0,0,0,0,1,263.3,2433.57,2166.0,1522.685,1284.657,7.9
2016-11-03,0,0,0,0,1,0,0,291.9,2451.54,1971.0,14529.795,13935.797,7.13
2016-11-04,1,0,0,0,0,0,0,253.3,2435.26,1843.0,12635.588,12089.562,7.25
2016-11-05,0,0,1,0,0,0,0,292.0,2422.68,2225.0,9466.239,9018.243,11.72
2016-11-06,0,0,0,1,0,0,0,273.5,2534.6,2156.0,3615.958,3329.005,18.34
2016-11-07,0,1,0,0,0,0,0,292.6,2441.21,1989.0,7320.287,6925.27,7.76
2016-11-08,0,0,0,0,0,1,0,376.7,2436.38,1741.0,3575.415,3291.382,7.55
2016-11-09,0,0,0,0,0,0,1,319.2,2446.31,2275.0,4711.736,4388.4130000000005,8.65
