date,temperature,pressure,humidity,dc_output,ac_output,weekday,energy_kWh
2019-11-29,-16.100000000000005,2431.09,1581.0,7281.9039999999995,6952.2119999999995,Friday,2.1700000000000004
2019-11-30,-18.399999999999995,2442.7000000000003,1751.0,1443.416,1260.1860000000001,Saturday,2.1700000000000004
2019-12-01,14.8,2435.6,1917.0,7402.285000000001,7058.040000000001,Sunday,2.1200000000000006
2019-12-02,84.10000000000001,2448.2099999999996,2317.0,1671.0510000000002,1483.197,Monday,3.25
2019-12-03,177.10000000000002,2441.8399999999997,2207.0,4946.929,4672.842,Tuesday,2.809999999999999
2019-12-04,178.6,2429.5699999999997,2170.0,1265.1870000000001,1085.485,Wednesday,2.0800000000000005
2019-12-05,122.20000000000003,2440.13,2089.0,7391.037,7055.153,Thursday,2.1300000000000003
2019-12-06,163.5,2428.9199999999996,2284.0,10277.354,9865.648,Friday,2.1900000000000004
2019-12-07,200.7,2417.1600000000003,2302.0,3462.048,3236.1110000000003,Saturday,2.3099999999999996
2019-12-08,172.79999999999995,2442.9000000000005,2257.0,9302.506,8921.601,Sunday,2.2700000000000005
2019-12-09,130.9,2457.5899999999997,2201.0,2964.0899999999997,2748.943,Monday,2.7600000000000002
2019-12-10,91.7,2448.1900000000005,2282.0,2168.005,1967.4740000000002,Tuesday,6.509999999999998
2019-12-11,165.1,2432.6700000000005,2255.0,955.6560000000001,781.991,Wednesday,5.589999999999996
2019-12-12,161.79999999999998,2423.54,2215.0,919.254,746.281,Thursday,2.6800000000000006
2019-12-13,141.70000000000002,2440.3200000000006,2229.0,1715.419,1526.1100000000001,Friday,2.7600000000000007
2019-12-14,125.59999999999997,2438.12,2199.0,843.965,672.432,Saturday,2.450000000000001
2019-12-15,90.60000000000001,2450.7,2138.0,4749.529,4484.188,Sunday,3.64
2019-12-16,103.8,2462.2299999999996,2100.0,5636.984,5342.762,Monday,3.4999999999999996
2019-12-17,150.99999999999997,2444.5600000000004,2167.0,3383.148,3153.233,Tuesday,3.960000000000001
2019-12-18,167.3,2420.88,1960.0,6424.369,6118.725,Wednesday,3.46
2019-12-19,140.90000000000003,2409.9799999999996,2158.0,3187.25,2960.877,Thursday,5.0
2019-12-20,172.49999999999997,2413.2,2271.0,5494.324999999999,5215.666000000001,Friday,6.49
2019-12-21,128.5,2420.4100000000003,2266.0,3268.033,3043.2280000000005,Saturday,6.4799999999999995
2019-12-22,115.99999999999999,2422.5,2131.0,1882.977,1690.2250000000001,Sunday,4.760000000000001
2019-12-23,99.5,2434.1099999999997,2075.0,12635.117999999999,12144.135000000002,Monday,11.329999999999998
2019-12-24,99.39999999999998,2425.5900000000006,2056.0,1388.557,1206.197,Tuesday,9.120000000000001
2019-12-25,86.59999999999998,2435.7799999999997,2115.0,1233.5149999999999,1054.401,Wednesday,5.34
2019-12-26,46.599999999999994,2445.28,2068.0,10043.914,9634.489,Thursday,3.9100000000000006
2019-12-27,98.00000000000001,2447.35,2150.0,4007.0339999999997,3762.96,Friday,4.960000000000001
2019-12-28,127.8,2453.0099999999993,2171.0,1385.535,1206.498,Saturday,4.490000000000001
2019-12-29,167.10000000000002,2443.2800000000007,2128.0,6743.449999999999,6427.44,Sunday,7.78
2019-12-30,174.2,2458.0199999999995,2289.0,2113.975,1894.185,Monday,5.65
2019-12-31,193.30000000000004,2420.55,2242.0,3806.31,3546.863,Tuesday,6.9399999999999995
2020-01-01,198.89999999999998,2411.8499999999995,1991.0,4130.735999999999,3863.141,Wednesday,5.3999999999999995
2020-01-02,105.30000000000003,2439.52,1984.0,13555.077,13020.662999999999,Thursday,7.8500000000000005
2020-01-03,217.99999999999997,2417.59,1935.0,14369.589999999998,13807.356,Friday,4.95
2020-01-04,152.6,2443.0099999999998,1911.0,14049.7,13474.96,Saturday,2.9199999999999995
2020-01-05,148.30000000000004,2450.46,1930.0,13921.015000000001,13354.079,Sunday,9.350000000000001
2020-01-06,104.99999999999997,2445.32,2247.0,1742.731,1531.454,Monday,4.380000000000001
2020-01-07,191.20000000000002,2415.97,2258.0,3454.2659999999996,3188.676,Tuesday,3.919999999999999
2020-01-08,110.70000000000002,2420.57,1707.0,5990.694,5664.196,Wednesday,4.96
2020-01-09,51.0,2447.44,1965.0,1811.7829999999997,1595.497,Thursday,7.8
2020-01-10,52.800000000000004,2419.37,2236.0,1137.832,937.8169999999999,Friday,5.68
2020-01-11,112.89999999999999,2414.42,1927.0,1152.2079999999999,951.489,Saturday,6.420000000000001
2020-01-12,44.0,2400.47,2112.0,1910.2230000000002,1689.0919999999996,Sunday,6.81
2020-01-13,-120.4,2428.23,1742.0,1572.8260000000002,1358.342,Monday,5.12
2020-01-14,-172.2,2433.5,1790.0,1031.291,827.451,Tuesday,6.670000000000001
2020-01-15,-122.49999999999999,2414.5000000000005,2047.0,1826.2390000000003,1603.333,Wednesday,6.66
2020-01-16,-6.5,2405.81,1952.0,985.4930000000002,782.6410000000001,Thursday,8.569999999999999
2020-01-17,-10.299999999999999,2444.53,2052.0,6354.936,5998.877,Friday,5.11
2020-01-18,76.3,2445.100000000001,2142.0,9537.596000000001,9096.990000000002,Saturday,4.48
2020-01-19,151.4,2449.4,2202.0,14153.334999999997,13581.107,Sunday,5.92
