date,temperature,pressure,humidity,dc_output,ac_output,weekday,energy_kWh
2016-09-12,351.5,2452.89,1940.0,11678.946,11132.285,Monday,5.83
2016-09-13,358.9,2440.4,1762.0,14293.656,13666.161,Tuesday,7.0
2016-09-14,362.7,2438.62,1880.0,11022.957,10470.951,Wednesday,6.47
2016-09-15,361.2,2447.83,1952.0,6245.456,5863.156,Thursday,14.1
2016-09-16,391.2,2439.19,1858.0,4187.874,3859.234,Friday,6.25
2016-09-17,347.1,2425.82,2126.0,8269.346,7826.812999999999,Saturday,7.22
2016-09-18,356.4,2437.9,1851.0,5534.774,5177.004,Sunday,11.67
2016-09-19,333.9,2440.61,2005.0,10456.168,9958.677,Monday,6.09
2016-09-20,333.4,2448.5,2029.0,16805.262,16095.159,Tuesday,5.33
2016-09-21,325.4,2441.4700000000003,2036.0,21526.918,20677.802,Wednesday,6.94
2016-09-22,332.7,2436.14,1838.0,3870.0879999999997,3548.404,Thursday,5.98
2016-09-23,295.5,2438.71,2131.0,8893.315999999999,8441.601,Friday,7.08
2016-09-24,316.5,2463.72,2039.0,18396.511,17611.122,Saturday,6.3500000000000005
2016-09-25,357.4,2467.95,1855.0,12622.195,12025.874,Sunday,10.610000000000001
2016-09-26,336.0,2445.62,2185.0,7719.067,7277.783,Monday,11.74
2016-09-27,331.1,2449.67,1990.0,14573.336000000001,13913.328,Tuesday,6.25
2016-09-28,298.4,2444.92,2117.0,13625.538,13000.51,Wednesday,11.19
2016-09-29,262.9,2441.92,2099.0,8123.338,7668.788,Thursday,7.6
2016-09-30,249.5,2437.49,2109.0,9225.389000000001,8739.173,Friday,7.67
2016-10-01,298.7,2431.79,1883.0,4722.887,4360.704,Saturday,10.34
2016-10-02,282.1,2330.32,1949.0,13827.561,13203.913,Sunday,5.45
2016-10-03,290.9,2426.71,1931.0,22687.773,21766.318,Monday,7.28
2016-10-04,303.0,2422.32,2032.0,21424.524,20548.416,Tuesday,7.58
2016-10-05,319.6,2430.39,2040.0,10461.192,9941.577000000001,Wednesday,7.0200000000000005
2016-10-06,296.7,2435.7200000000003,2151.0,17706.588,16970.518,Thursday,6.390000000000001
2016-10-07,313.3,2426.38,1812.0,16278.31,15571.534000000001,Friday,6.73
2016-10-08,246.0,2425.42,2192.0,6899.857,6486.432,Saturday,12.13
2016-10-09,237.8,2434.65,2094.0,4469.273,4118.79,Sunday,19.02
2016-10-10,218.5,2443.44,1924.0,4069.512,3736.994,Monday,6.42
2016-10-11,173.8,2454.21,1620.0,17820.611,17062.61,Tuesday,7.26
2016-10-12,206.7,2439.25,1759.0,14901.572,14240.217,Wednesday,7.0600000000000005
2016-10-13,287.3,2397.33,2133.0,4465.186,4127.867,Thursday,7.11
2016-10-14,292.1,2375.95,2047.0,15312.462,14657.411,Friday,7.66
2016-10-15,274.2,2381.08,2064.0,5026.155,4678.147,Saturday,12.8
2016-10-16,281.4,2383.07,2063.0,12222.225,11652.66,Sunday,11.38
2016-10-17,261.7,2403.54,2240.0,3154.91,2854.199,Monday,6.7
2016-10-18,258.0,2437.29,2210.0,3467.8959999999997,3168.5699999999997,Tuesday,6.97
2016-10-19,267.4,2455.9,2015.0,3318.853,3024.326,Wednesday,12.25
2016-10-20,277.4,2436.74,2093.0,7725.567,7311.166,Thursday,6.78
2016-10-21,241.7,2434.69,2182.0,9461.082,8993.741,Friday,7.26
2016-10-22,238.5,2429.92,2045.0,5585.746,5231.232,Saturday,7.2700000000000005
2016-10-23,292.6,2424.73,1856.0,8401.816,7976.264,Sunday,17.34
2016-10-24,274.9,2409.12,2088.0,16539.951,15858.525,Monday,7.04
2016-10-25,293.6,2427.67,1839.0,9562.505,9089.944,Tuesday,7.05
2016-10-26,239.2,2423.28,2197.0,3022.314,2740.34,Wednesday,7.25
2016-10-27,285.5,2420.95,2161.0,3115.806,2832.24,Thursday,12.52
2016-10-28,308.6,2430.27,1892.0,9143.323,8707.062,Friday,8.19
2016-10-29,217.0,2429.39,2243.0,15725.502,15084.463000000002,Saturday,6.81
2016-10-30,208.6,2415.15,2244.0,4847.683,4519.034,Sunday,22.57
2016-10-31,229.2,2411.75,2292.0,2853.061,2574.566,Monday,8.25
2016-11-01,235.6,2427.69,2203.0,1567.647,1319.162,Tuesday,7.55
2016-11-02,263.3,2433.57,2166.0,1522.685,1284.657,Wednesday,7.9
2016-11-03,291.9,2451.54,1971.0,14529.795,13935.797,Thursday,7.13
2016-11-04,253.3,2435.26,1843.0,12635.588,12089.562,Friday,7.25
2016-11-05,292.0,2422.68,2225.0,9466.239,9018.243,Saturday,11.72
2016-11-06,273.5,2534.6,2156.0,3615.958,3329.005,Sunday,18.34
2016-11-07,292.6,2441.21,1989.0,7320.287,6925.27,Monday,7.76
2016-11-08,376.7,2436.38,1741.0,3575.415,3291.382,Tuesday,7.55
2016-11-09,319.2,2446.31,2275.0,4711.736,4388.4130000000005,Wednesday,8.65
2016-11-10,269.4,2442.17,2150.0,3017.661,2733.692,Thursday,7.0200000000000005
2016-11-11,283.5,2431.04,2202.0,9724.795,9257.56,Friday,7.14
2016-11-12,290.2,2427.43,2090.0,4877.987,4572.847,Saturday,11.76
2016-11-13,231.2,2439.8,2140.0,6988.232,6606.936,Sunday,16.93
2016-11-14,227.0,2435.48,2082.0,1712.155,1476.9850000000001,Monday,6.61
2016-11-15,202.7,2419.32,2137.0,2350.641,2116.827,Tuesday,7.29
2016-11-16,163.3,2435.99,2233.0,4587.534,4284.54,Wednesday,8.91
2016-11-17,166.7,2448.7,2115.0,8983.793,8563.297,Thursday,7.72
2016-11-18,149.1,2437.54,1904.0,4989.994000000001,4683.331,Friday,8.29
2016-11-19,211.1,2411.38,1844.0,8674.027,8264.384,Saturday,6.8500000000000005
2016-11-20,250.0,2408.67,1998.0,12660.975,12145.123,Sunday,19.78
2016-11-21,223.4,2428.43,1960.0,8310.423999999999,7930.786,Monday,7.28
2016-11-22,191.6,2427.33,2030.0,2461.936,2213.138,Tuesday,7.3
2016-11-23,189.7,2428.37,2093.0,1539.71,1354.55,Wednesday,7.91
2016-11-24,198.9,2415.16,1994.0,981.239,807.07,Thursday,7.49
2016-11-25,163.5,2424.6,2029.0,1344.101,1162.512,Friday,8.69
2016-11-26,139.4,2399.48,2262.0,6455.43,6148.134,Saturday,12.41
2016-11-27,131.5,2404.84,2207.0,3775.9930000000004,3535.063,Sunday,13.790000000000001
2016-11-28,135.3,2424.18,2156.0,3503.965,3276.058,Monday,8.53
2016-11-29,154.4,2444.14,2103.0,7281.9039999999995,6952.212,Tuesday,8.19
2016-11-30,169.1,2427.16,2061.0,1443.416,1260.1860000000001,Wednesday,12.86
2016-12-01,134.3,2456.0,2134.0,7402.285,7058.04,Thursday,8.48
2016-12-02,165.0,2448.85,2237.0,1671.051,1483.1970000000001,Friday,9.06
2016-12-03,146.4,2448.57,2157.0,4946.929,4672.842000000001,Saturday,8.97
2016-12-04,107.8,2437.21,1842.0,1265.187,1085.4850000000001,Sunday,15.31
2016-12-05,25.4,2441.14,2263.0,7391.037,7055.153,Monday,7.49
2016-12-06,-2.7999999999999994,2454.72,1742.0,10277.354,9865.648,Tuesday,12.81
2016-12-07,-69.2,2475.07,1440.0,3462.048,3236.1110000000003,Wednesday,7.99
2016-12-08,-60.8,2450.15,1353.0,9302.506,8921.601,Thursday,7.82
2016-12-09,-12.2,2432.22,1956.0,2964.09,2748.943,Friday,9.67
2016-12-10,34.2,2420.92,2246.0,2168.005,1967.474,Saturday,8.05
2016-12-11,80.4,2425.68,2239.0,955.656,781.991,Sunday,14.83
2016-12-12,-0.09999999999999964,2451.7,2085.0,919.254,746.281,Monday,11.4
2016-12-13,-58.9,2464.5,1922.0,1715.4189999999999,1526.1100000000001,Tuesday,10.35
2016-12-14,-115.7,2449.6,1968.0,843.9649999999999,672.432,Wednesday,7.71
2016-12-15,-98.4,2433.06,1942.0,4749.5289999999995,4484.188,Thursday,7.82
2016-12-16,-124.7,2450.13,1566.0,5636.984,5342.762,Friday,8.09
2016-12-17,-111.0,2471.5,1769.0,3383.148,3153.233,Saturday,7.86
2016-12-18,-17.5,2473.77,2174.0,6424.369,6118.725,Sunday,19.47
2016-12-19,73.2,2443.94,2182.0,3187.25,2960.877,Monday,8.33
2016-12-20,120.7,2441.58,2027.0,5494.325,5215.666,Tuesday,7.3100000000000005
2016-12-21,83.9,2465.46,2132.0,3268.033,3043.228,Wednesday,7.0
2016-12-22,84.8,2425.73,2058.0,1882.977,1690.225,Thursday,8.89
2016-12-23,74.0,2407.64,2232.0,12635.118,12144.135,Friday,7.26
2016-12-24,36.1,2431.39,2234.0,1388.557,1206.197,Saturday,10.76
2016-12-25,-33.4,2448.41,2090.0,1233.5149999999999,1054.401,Sunday,10.530000000000001
2016-12-26,13.2,2447.3,2182.0,10043.914,9634.489,Monday,11.39
2016-12-27,85.5,2430.66,2124.0,4007.0339999999997,3762.96,Tuesday,8.97
2016-12-28,69.3,2463.55,2188.0,1385.5349999999999,1206.498,Wednesday,6.9
2016-12-29,75.0,2447.9700000000003,2210.0,6743.45,6427.44,Thursday,8.46
2016-12-30,50.0,2457.95,2256.0,2113.975,1894.185,Friday,9.11
2016-12-31,7.3,2438.03,2340.0,3806.31,3546.8630000000003,Saturday,10.1
2017-01-01,11.9,2421.21,1709.0,4130.736,3863.1409999999996,Sunday,20.32
2017-01-02,-45.3,2444.2200000000003,1103.0,13555.077,13020.663,Monday,7.11
2017-01-03,-80.5,2466.23,1199.0,14369.589999999998,13807.356,Tuesday,9.31
2017-01-04,-63.3,2464.78,1729.0,14049.7,13474.960000000001,Wednesday,7.27
2017-01-05,-67.7,2461.05,1823.0,13921.015,13354.079,Thursday,9.280000000000001
2017-01-06,20.1,2440.51,1659.0,1742.731,1531.454,Friday,7.76
2017-01-07,-11.6,2430.05,1836.0,3454.266,3188.676,Saturday,6.3
2017-01-08,37.9,2412.75,1902.0,5990.694,5664.196,Sunday,8.11
2017-01-09,84.8,2403.39,2154.0,1811.783,1595.497,Monday,15.16
2017-01-10,12.2,2414.98,1642.0,1137.832,937.817,Tuesday,12.25
2017-01-11,-55.300000000000004,2425.86,1420.0,1152.208,951.489,Wednesday,8.37
2017-01-12,-85.6,2456.86,1859.0,1910.2230000000002,1689.092,Thursday,7.57
2017-01-13,-65.3,2473.59,1917.0,1572.826,1358.342,Friday,7.04
2017-01-14,-41.0,2468.75,2067.0,1031.291,827.451,Saturday,5.92
2017-01-15,19.2,2461.71,2027.0,1826.239,1603.333,Sunday,18.27
2017-01-16,71.5,2446.65,1960.0,985.493,782.641,Monday,7.64
2017-01-17,184.4,2406.71,2070.0,6354.936,5998.8769999999995,Tuesday,8.37
2017-01-18,218.0,2378.93,2219.0,9537.596,9096.99,Wednesday,7.26
2017-01-19,174.0,2388.81,2218.0,14153.335,13581.107,Thursday,7.29
2017-01-20,123.3,2375.1,2181.0,9165.468,8739.880000000001,Friday,6.76
2017-01-21,168.4,2386.03,1955.0,15387.465,14773.331,Saturday,7.73
2017-01-22,126.6,2399.95,2080.0,4253.099,3965.157,Sunday,17.41
2017-01-23,73.9,2421.8,2210.0,5415.162,5092.977,Monday,6.97
2017-01-24,51.4,2446.63,2220.0,15335.806,14725.309000000001,Tuesday,7.95
2017-01-25,90.9,2458.8,2119.0,9141.141,8719.767,Wednesday,6.92
2017-01-26,82.7,2477.12,2109.0,4955.909,4639.931,Thursday,8.78
2017-01-27,125.39999999999999,2487.86,1904.0,9384.655999999999,8974.151,Friday,6.33
2017-01-28,110.7,2482.11,1895.0,4673.355,4393.296,Saturday,6.26
2017-01-29,136.4,2466.22,2005.0,4937.022,4654.37,Sunday,12.35
2017-01-30,107.0,2467.04,2100.0,5429.428,5132.535,Monday,11.280000000000001
2017-01-31,70.7,2462.93,1339.0,14483.339,13910.698,Tuesday,8.43
2017-02-01,37.9,2366.03,926.0,8226.162,7854.699,Wednesday,7.47
2017-02-02,8.600000000000001,2452.7,1299.0,10651.497,10209.954,Thursday,10.99
2017-02-03,-18.7,2407.52,2078.0,11411.935,10941.779,Friday,7.3
2017-02-04,8.1,2405.32,2312.0,10133.477,9694.981,Saturday,5.99
2017-02-05,-4.6,2403.07,2172.0,1927.132,1711.819,Sunday,16.009999999999998
2017-02-06,-42.0,2396.73,2079.0,1786.157,1573.963,Monday,7.41
2017-02-07,-49.7,2420.71,1937.0,3338.491,3070.393,Tuesday,6.96
2017-02-08,-73.4,2429.46,1980.0,8757.923999999999,8334.561,Wednesday,12.23
2017-02-09,49.7,2381.9,2285.0,9870.671,9425.425,Thursday,8.03
2017-02-10,114.1,2412.17,2042.0,4491.392,4175.01,Friday,6.75
2017-02-11,79.7,2468.76,2077.0,17256.694,16570.833,Saturday,9.49
2017-02-12,81.3,2474.83,2131.0,16631.224,15961.141,Sunday,12.57
2017-02-13,82.2,2460.04,2215.0,18492.488,17748.150999999998,Monday,6.91
2017-02-14,142.1,2436.64,2000.0,20182.489,19387.506,Tuesday,7.69
2017-02-15,240.1,2403.13,2219.0,19519.218,18727.722,Wednesday,7.47
2017-02-16,231.1,2390.27,1898.0,10145.65,9665.802,Thursday,10.32
2017-02-17,163.5,2411.31,2120.0,6089.676,5718.366,Friday,6.06
2017-02-18,130.8,2392.54,2180.0,9925.914,9462.561,Saturday,10.4
2017-02-19,153.9,2391.36,2123.0,10863.255000000001,10341.773000000001,Sunday,10.92
2017-02-20,146.0,2405.14,2138.0,17813.36,17080.48,Monday,6.8
2017-02-21,126.7,2427.58,2080.0,3011.327,2725.352,Tuesday,6.59
2017-02-22,90.3,2451.11,2002.0,20747.292,19913.495,Wednesday,6.6899999999999995
2017-02-23,68.3,2455.34,1939.0,21822.801,20946.795,Thursday,7.68
2017-02-24,82.8,2451.89,1842.0,22472.837,21572.054,Friday,10.89
2017-02-25,47.6,2449.5,1930.0,19818.935,19016.355,Saturday,5.88
2017-02-26,78.1,2418.49,1888.0,22124.635,21237.499,Sunday,14.18
2017-02-27,20.4,2415.11,1797.0,8374.545,7938.599,Monday,6.72
2017-02-28,40.2,2436.09,2051.0,17744.233,17007.06,Tuesday,8.27
2017-03-01,149.9,2460.44,1956.0,20422.489,19602.389,Wednesday,7.17
2017-03-02,142.4,2456.2,2189.0,2164.0879999999997,1887.615,Thursday,6.55
2017-03-03,150.6,2420.11,2115.0,4285.888,3948.792,Friday,6.97
2017-03-04,92.0,2410.78,1762.0,16154.375,15485.259,Saturday,5.8100000000000005
2017-03-05,41.1,2395.94,2169.0,3435.444,3122.752,Sunday,19.8
2017-03-06,69.1,2418.57,1867.0,12087.715,11529.649,Monday,7.9
2017-03-07,58.0,2429.43,2153.0,6217.039,5861.484,Tuesday,8.67
2017-03-08,85.7,2443.55,1872.0,3496.8289999999997,3205.523,Wednesday,6.79
2017-03-09,67.1,2441.25,2225.0,5469.157,5130.853,Thursday,11.14
2017-03-10,153.5,2441.38,2159.0,3826.746,3527.179,Friday,6.61
2017-03-11,158.0,2436.37,2120.0,3240.272,2932.272,Saturday,12.82
2017-03-12,193.2,2351.64,2047.0,2700.451,2402.009,Sunday,7.43
2017-03-13,209.2,2441.89,2224.0,2398.553,2108.024,Monday,13.58
2017-03-14,251.9,2422.7,2119.0,7121.446,6709.857,Tuesday,8.67
2017-03-15,217.6,2423.89,2110.0,15536.202000000001,14858.229,Wednesday,14.47
2017-03-16,165.8,2449.43,1888.0,14996.572,14333.638,Thursday,9.0
2017-03-17,128.4,2435.96,2070.0,19467.977,18652.121,Friday,8.58
2017-03-18,144.5,2420.22,1966.0,11114.692,10567.907,Saturday,8.05
2017-03-19,120.0,2458.75,1799.0,3043.508,2733.0679999999998,Sunday,8.71
2017-03-20,109.5,2441.41,1779.0,10669.161,10131.723,Monday,19.04
2017-03-21,200.7,2415.43,2010.0,4907.784,4551.836,Tuesday,15.41
2017-03-22,220.4,2418.55,1993.0,17397.744,16655.37,Wednesday,6.93
2017-03-23,194.0,2435.59,1814.0,5523.104,5141.8189999999995,Thursday,7.0200000000000005
2017-03-24,194.2,2420.67,2060.0,14477.610999999999,13824.502,Friday,7.61
2017-03-25,194.0,2439.63,1755.0,13579.899000000001,12954.99,Saturday,6.05
2017-03-26,162.7,2423.13,2042.0,17755.12,17003.785,Sunday,7.04
2017-03-27,201.1,2437.96,2021.0,21984.914,21095.466,Monday,11.56
2017-03-28,186.2,2447.77,2232.0,15309.761,14649.016,Tuesday,6.73
2017-03-29,200.1,2426.02,2093.0,16657.421,15955.189,Wednesday,6.47
2017-03-30,197.3,2448.7599999999998,1900.0,11360.075,10823.632,Thursday,14.59
2017-03-31,190.3,2464.21,1913.0,23079.605,22132.429,Friday,7.66
2017-04-01,201.0,2452.85,2110.0,6702.0960000000005,6287.2699999999995,Saturday,7.58
2017-04-02,195.6,2457.44,1827.0,11923.306,11363.69,Sunday,12.19
2017-04-03,151.5,2456.37,1829.0,9614.098,9111.426,Monday,7.55
2017-04-04,198.2,2435.14,1686.0,8110.977,7646.9929999999995,Tuesday,10.14
2017-04-05,228.0,2427.93,2147.0,16930.546,16196.162999999999,Wednesday,7.390000000000001
2017-04-06,233.8,2411.26,1994.0,21513.221,20614.774,Thursday,12.8
2017-04-07,226.6,2379.59,1920.0,14758.317000000001,14092.763,Friday,7.12
2017-04-08,180.1,2422.4,2070.0,20787.806,19913.423,Saturday,7.46
2017-04-09,194.9,2439.96,1693.0,15110.798999999999,14433.748,Sunday,10.55
2017-04-10,194.9,2436.69,1908.0,9331.839,8824.008,Monday,7.74
2017-04-11,194.0,2438.26,1936.0,19862.504,19007.005,Tuesday,11.42
2017-04-12,228.2,2412.81,1979.0,15802.395,15102.122,Wednesday,6.24
2017-04-13,210.3,2418.15,1926.0,15351.567000000001,14657.567000000001,Thursday,6.88
2017-04-14,212.3,2443.18,1827.0,23100.228,22137.888,Friday,9.74
2017-04-15,213.6,2455.65,1837.0,24188.99,23180.471,Saturday,5.56
2017-04-16,195.9,2433.91,1879.0,14364.687,13710.609,Sunday,12.52
2017-04-17,260.5,2421.26,1965.0,25234.702,24195.504,Monday,6.12
2017-04-18,259.3,2431.42,2017.0,11416.616,10870.521999999999,Tuesday,10.34
2017-04-19,252.5,2438.47,1846.0,24277.543,23282.827,Wednesday,7.0200000000000005
2017-04-20,246.1,2452.58,2012.0,25353.46,24323.778000000002,Thursday,7.21
2017-04-21,263.2,2461.17,1853.0,23785.735,22810.219,Friday,5.95
2017-04-22,267.7,2425.87,1848.0,19599.811,18784.937,Saturday,5.54
2017-04-23,242.6,2424.75,2071.0,4129.2,3759.199,Sunday,15.459999999999999
2017-04-24,238.5,2418.56,2030.0,18870.329,18076.779,Monday,5.51
2017-04-25,264.5,2426.01,1775.0,23705.92,22738.706000000002,Tuesday,11.67
2017-04-26,261.1,2418.76,1841.0,25422.54,24391.618,Wednesday,6.25
2017-04-27,246.4,2439.8,1730.0,26017.217,24962.782,Thursday,6.08
2017-04-28,239.4,2460.83,1821.0,24545.639,23551.826,Friday,6.0
2017-04-29,212.2,2452.96,1963.0,25638.315,24599.289,Saturday,12.15
2017-04-30,248.9,2453.05,1791.0,25240.872,24217.936999999998,Sunday,9.86
2017-05-01,217.6,2455.89,1968.0,24181.78,23185.587,Monday,5.96
2017-05-02,245.5,2452.92,1864.0,19093.691,18266.538,Tuesday,6.95
2017-05-03,311.6,2448.56,2289.0,10625.498,10079.608,Wednesday,7.05
2017-05-04,353.4,2428.42,2092.0,9376.254,8862.104,Thursday,6.2
2017-05-05,325.7,2421.67,1880.0,23861.513,22883.394,Friday,5.8
2017-05-06,256.7,2445.77,1660.0,25142.078999999998,24106.893,Saturday,4.99
2017-05-07,242.7,2454.94,1754.0,20252.593,19388.568,Sunday,20.57
2017-05-08,275.7,2452.54,1713.0,16007.249,15303.557999999999,Monday,7.17
2017-05-09,281.7,2441.69,1921.0,23006.744,22035.135,Tuesday,6.08
2017-05-10,319.3,2428.06,1934.0,18157.613,17377.993,Wednesday,6.54
