date,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,temperature,pressure,humidity,dc_output,ac_output,energy_kWh
2015-05-01,1,0,0,0,0,0,0,293.90000000000003,2440.9300000000003,1826.0,24181.780000000002,23185.587,9.210000000000003
2015-05-02,0,0,1,0,0,0,0,262.6,2441.3800000000006,1745.0,19093.691,18266.538,13.139999999999999
2015-05-03,0,0,0,1,0,0,0,268.79999999999995,2435.04,1796.0,10625.498000000001,10079.608,13.240000000000002
2015-05-04,0,1,0,0,0,0,0,283.0,2427.0499999999997,1618.0,9376.253999999999,8862.104,11.280000000000001
2015-05-05,0,0,0,0,0,1,0,254.6,2437.310000000001,1736.0,23861.513000000003,22883.394,10.950000000000001
2015-05-06,0,0,0,0,0,0,1,261.0,2446.5499999999997,1858.0,25142.079,24106.893,10.97
2015-05-07,0,0,0,0,1,0,0,298.79999999999995,2445.57,1802.0,20252.592999999997,19388.568,11.320000000000002
2015-05-08,1,0,0,0,0,0,0,338.6,2440.23,1759.0,16007.248999999998,15303.558,11.739999999999998
2015-05-09,0,0,1,0,0,0,0,370.8,2441.57,1519.0,23006.743999999995,22035.135000000002,12.23
2015-05-10,0,0,0,1,0,0,0,357.90000000000003,2438.1800000000003,1727.0,18157.612999999998,17377.993000000002,6.910000000000002
2015-05-11,0,1,0,0,0,0,0,325.2999999999999,2433.64,1895.0,18660.853999999996,17839.102999999996,4.540000000000001
2015-05-12,0,0,0,0,0,1,0,356.6,2422.21,1813.0,22670.336,21718.325,4.58
2015-05-13,0,0,0,0,0,0,1,329.8,2424.45,1923.0,23308.738,22336.221999999998,4.529999999999999
2015-05-14,0,0,0,0,1,0,0,322.6,2427.87,1910.0,11733.576,11145.192000000001,7.7299999999999995
2015-05-15,1,0,0,0,0,0,0,354.9,2425.0999999999995,1914.0,17508.737000000005,16734.448,9.97
2015-05-16,0,0,1,0,0,0,0,353.19999999999993,2432.4000000000005,1873.0,23423.311000000005,22438.54,6.419999999999999
2015-05-17,0,0,0,1,0,0,0,347.6,2441.48,1874.0,20244.024000000005,19366.482000000004,5.650000000000001
2015-05-18,0,1,0,0,0,0,0,394.00000000000006,2441.1299999999997,2020.0,25546.134,24491.079,4.870000000000001
2015-05-19,0,0,0,0,0,1,0,392.30000000000007,2439.76,1898.0,21951.843999999994,21029.472000000005,4.850000000000001
2015-05-20,0,0,0,0,0,0,1,374.7,2432.89,1936.0,9345.353000000001,8814.363999999998,4.840000000000001
2015-05-21,0,0,0,0,1,0,0,413.0,2424.109999999999,1824.0,17634.310999999998,16849.577999999998,4.209999999999999
2015-05-22,1,0,0,0,0,0,0,383.0,2431.7200000000003,1800.0,10764.746000000001,10192.885,6.59
2015-05-23,0,0,1,0,0,0,0,352.7,2447.2299999999996,1884.0,23088.302,22114.273999999998,7.400000000000001
2015-05-24,0,0,0,1,0,0,0,356.5,2443.2099999999996,1897.0,10659.313,10085.266000000003,5.770000000000001
2015-05-25,0,1,0,0,0,0,0,347.59999999999997,2435.9900000000002,1851.0,15746.307999999999,15025.315,14.159999999999998
2015-05-26,0,0,0,0,0,1,0,387.8999999999999,2438.85,1821.0,22331.862,21362.742,18.11
2015-05-27,0,0,0,0,0,0,1,405.90000000000003,2439.8600000000006,1812.0,24504.703999999998,23465.603,16.830000000000002
2015-05-28,0,0,0,0,1,0,0,429.20000000000005,2439.5799999999995,1817.0,19413.015,18558.441,13.530000000000003
2015-05-29,1,0,0,0,0,0,0,440.2,2431.2100000000005,1761.0,25270.438,24204.14,10.409999999999998
2015-05-30,0,0,1,0,0,0,0,399.3999999999999,2429.1,1605.0,9681.515000000001,9133.029999999999,2.2700000000000005
2015-05-31,0,0,0,1,0,0,0,379.5999999999999,2426.02,1668.0,24498.446999999996,23461.386,2.1400000000000006
2015-06-01,0,1,0,0,0,0,0,377.80000000000007,2424.38,1885.0,21955.654,20984.208,7.649999999999999
2015-06-02,0,0,0,0,0,1,0,344.9,2434.2,1978.0,20822.332,19928.935999999998,3.6300000000000003
2015-06-03,0,0,0,0,0,0,1,359.4000000000001,2439.9700000000007,1802.0,20913.483,20015.926,3.7799999999999994
2015-06-04,0,0,0,0,1,0,0,385.20000000000005,2444.88,1780.0,20356.163999999997,19474.574000000004,5.120000000000001
2015-06-05,1,0,0,0,0,0,0,413.90000000000003,2444.1200000000003,1782.0,12769.23,12134.869999999999,6.400000000000001
2015-06-06,0,0,1,0,0,0,0,451.2,2437.73,1724.0,8843.811000000002,8333.064999999999,5.350000000000001
2015-06-07,0,0,0,1,0,0,0,484.19999999999993,2437.46,1638.0,8570.593,8068.888999999999,3.9900000000000007
2015-06-08,0,1,0,0,0,0,0,468.80000000000007,2434.7600000000007,1674.0,9502.861,8971.876,6.99
2015-06-09,0,0,0,0,0,1,0,412.2,2431.4400000000005,1689.0,10872.747000000001,10302.511999999997,6.620000000000001
