date,temperature,pressure,humidity,dc_output,ac_output,weekday,energy_kWh
2017-11-01,213.60000000000005,2417.0799999999995,2046.0,1567.6469999999997,1319.162,Wednesday,5.25
2017-11-02,138.5,2410.640000000001,2068.0,1522.6850000000002,1284.657,Thursday,6.46
2017-11-03,42.89999999999999,2437.0200000000004,1564.0,14529.795000000002,13935.796999999999,Friday,8.430000000000001
2017-11-04,6.499999999999999,2437.0499999999997,1892.0,12635.588,12089.562,Saturday,9.21
2017-11-05,62.99999999999999,2432.56,1432.0,9466.239000000001,9018.242999999999,Sunday,5.09
2017-11-06,24.4,2459.3399999999997,1434.0,3615.958,3329.0049999999997,Monday,8.709999999999999
2017-11-07,97.8,2452.55,1534.0,7320.286999999999,6925.2699999999995,Tuesday,6.800000000000001
2017-11-08,158.9,2323.7400000000002,1512.0,2306.9359999999997,2074.834,Wednesday,5.390000000000001
2017-11-09,192.09999999999997,2415.689999999999,2057.0,4711.736000000001,4388.4130000000005,Thursday,3.960000000000001
2017-11-10,184.2,2429.67,2247.0,3017.661,2733.692,Friday,6.07
2017-11-11,192.49999999999997,2434.5400000000004,2156.0,9724.795000000002,9257.560000000001,Saturday,7.549999999999999
2017-11-12,207.0,2426.22,2240.0,4877.987,4572.847,Sunday,9.720000000000002
2017-11-13,219.50000000000003,2403.5200000000004,1994.0,6988.232,6606.936,Monday,6.8999999999999995
2017-11-14,208.70000000000005,2424.1699999999996,1957.0,1712.1549999999997,1476.9850000000001,Tuesday,4.3
2017-11-15,197.99999999999994,2402.87,2039.0,2350.641,2116.827,Wednesday,3.3000000000000003
2017-11-16,163.1,2401.9600000000005,2104.0,4587.534000000001,4284.54,Thursday,4.770000000000001
2017-11-17,150.79999999999998,2436.43,2029.0,8983.793,8563.297,Friday,7.7700000000000005
2017-11-18,191.09999999999997,2452.4100000000003,2042.0,4989.994000000001,4683.330999999999,Saturday,3.530000000000001
2017-11-19,169.00000000000003,2417.5200000000004,2094.0,8674.027,8264.384,Sunday,6.08
2017-11-20,147.3,2415.8399999999997,2275.0,12660.975,12145.123,Monday,10.14
2017-11-21,154.5,2431.95,2253.0,8310.423999999999,7930.785999999998,Tuesday,6.59
2017-11-22,323.20000000000005,2424.8800000000006,2263.0,2461.9359999999997,2213.138,Wednesday,4.880000000000002
2017-11-23,254.70000000000002,2419.41,1998.0,1539.7100000000003,1354.5500000000002,Thursday,5.3
2017-11-24,209.4,2435.6,2011.0,981.239,807.0699999999999,Friday,6.119999999999999
2017-11-25,229.10000000000002,2428.48,1877.0,1344.101,1162.512,Saturday,5.93
2017-11-26,229.7,2397.8999999999996,2003.0,6455.43,6148.134,Sunday,15.16
2017-11-27,162.7,2436.5900000000006,2004.0,3775.9929999999995,3535.063,Monday,7.290000000000001
2017-11-28,151.69999999999996,2433.84,2149.0,3503.965,3276.0580000000004,Tuesday,7.189999999999999
2017-11-29,134.2,2461.4899999999993,2223.0,7281.9039999999995,6952.2119999999995,Wednesday,5.65
2017-11-30,155.5,2446.1099999999997,2187.0,1443.416,1260.1860000000001,Thursday,6.9700000000000015
