date,temperature,pressure,humidity,dc_output,ac_output,weekday,energy_kWh
2015-02-21,145.99999999999997,2468.18,2163.0,3011.327,2725.352,Saturday,16.6
2015-02-22,114.1,2474.0099999999998,2000.0,20747.292,19913.495000000003,Sunday,22.029999999999998
2015-02-23,107.69999999999999,2471.32,2036.0,21822.801,20946.795000000002,Monday,13.060000000000002
2015-02-24,124.0,2466.61,2072.0,22472.837,21572.054000000004,Tuesday,17.970000000000002
2015-02-25,154.6,2467.360000000001,2132.0,19818.935000000005,19016.354999999996,Wednesday,13.479999999999999
2015-02-26,176.79999999999998,2446.78,2142.0,22124.635000000002,21237.498999999996,Thursday,14.259999999999998
2015-02-27,166.10000000000002,2425.3399999999997,2172.0,8374.545,7938.599000000001,Friday,12.360000000000001
2015-02-28,119.60000000000001,2452.9300000000007,1359.0,17744.233,17007.060000000005,Saturday,9.63
2015-03-01,100.10000000000001,2450.31,1843.0,20422.488999999998,19602.389,Sunday,13.659999999999998
2015-03-02,132.89999999999998,2443.7999999999997,2025.0,2164.0879999999997,1887.615,Monday,20.610000000000003
2015-03-03,99.80000000000001,2457.8199999999997,1176.0,4285.888,3948.7920000000004,Tuesday,21.080000000000002
2015-03-04,90.10000000000001,2461.3200000000006,1536.0,16154.375000000002,15485.259,Wednesday,14.559999999999999
2015-03-05,130.49999999999997,2466.7999999999993,1663.0,3435.444,3122.7519999999995,Thursday,12.879999999999997
2015-03-06,153.4,2470.51,2062.0,12087.714999999998,11529.649,Friday,13.210000000000003
2015-03-07,154.9,2464.4199999999996,2164.0,6217.039000000001,5861.4839999999995,Saturday,11.749999999999998
2015-03-08,137.10000000000002,2352.6,2166.0,3496.8290000000006,3205.523,Sunday,19.99
2015-03-09,129.70000000000002,2445.4199999999996,2322.0,5469.156999999999,5130.853,Monday,15.270000000000001
2015-03-10,142.70000000000002,2430.0099999999993,2359.0,3826.746,3527.1789999999996,Tuesday,15.690000000000003
2015-03-11,263.0,2430.289999999999,2078.0,3240.2720000000004,2932.272,Wednesday,22.569999999999997
2015-03-12,294.09999999999997,2461.5600000000004,1991.0,2700.451,2402.0089999999996,Thursday,19.470000000000002
2015-03-13,244.70000000000002,2447.3399999999997,2083.0,2398.553,2108.024,Friday,13.71
2015-03-14,257.09999999999997,2422.81,2070.0,7121.446,6709.857,Saturday,23.73
2015-03-15,179.90000000000003,2425.88,2204.0,15536.202,14858.229,Sunday,23.49
2015-03-16,171.20000000000005,2453.98,2016.0,14996.571999999998,14333.637999999999,Monday,9.72
2015-03-17,187.3,2445.209999999999,1909.0,19467.977,18652.121,Tuesday,8.35
2015-03-18,244.0,2457.2900000000004,1766.0,11114.692,10567.907,Wednesday,8.419999999999998
2015-03-19,238.6,2445.4299999999994,2077.0,3043.508,2733.068,Thursday,8.279999999999998
2015-03-20,240.99999999999997,2427.77,2206.0,10669.161,10131.723,Friday,5.789999999999999
2015-03-21,232.79999999999998,2434.49,2100.0,4907.784,4551.835999999999,Saturday,24.99
2015-03-22,198.4,2334.98,1983.0,17397.744,16655.37,Sunday,18.849999999999998
2015-03-23,188.70000000000007,2432.1099999999997,2183.0,5523.104,5141.8189999999995,Monday,12.150000000000002
2015-03-24,207.5,2445.0000000000005,1958.0,14477.610999999999,13824.502000000002,Tuesday,13.63
2015-03-25,213.9,2453.170000000001,2256.0,13579.899000000001,12954.99,Wednesday,14.820000000000002
2015-03-26,313.1,2455.5800000000004,2073.0,17755.12,17003.785,Thursday,10.739999999999998
