date,temperature,pressure,humidity,dc_output,ac_output,weekday,energy_kWh
2012-06-01,349.2,2327.7,1721.0,21955.654,20984.208,Friday,19.476
2012-06-02,320.3,2428.73,1651.0,20822.332,19928.936,Saturday,20.331
2012-06-03,302.8,2434.74,1448.0,20913.483,20015.926,Sunday,22.844
2012-06-04,266.1,2422.58,1709.0,20356.164,19474.574,Monday,25.61
2012-06-05,314.7,2435.88,1524.0,12769.23,12134.87,Tuesday,24.127
2012-06-06,297.6,2446.11,1418.0,8843.811,8333.065,Wednesday,27.718
2012-06-07,272.9,2426.89,1709.0,8570.593,8068.889,Thursday,27.149
2012-06-08,272.7,2434.66,1698.0,9502.861,8971.876,Friday,26.775
2012-06-09,307.3,2443.47,1637.0,10872.747,10302.511999999999,Saturday,22.284
2012-06-10,326.0,2456.63,1511.0,14685.188,13998.121000000001,Sunday,16.403
2012-06-11,370.5,2449.93,1551.0,8358.264,7861.075000000001,Monday,17.696
2012-06-12,373.6,2437.87,1709.0,18421.588,17606.82,Tuesday,15.818
2012-06-13,319.6,2444.14,1686.0,14592.678,13900.964,Wednesday,16.223
2012-06-14,293.0,2446.7,1564.0,11658.853,11070.072,Thursday,16.838
2012-06-15,322.1,2452.18,1502.0,21376.329999999998,20464.632,Friday,17.744
2012-06-16,353.9,2440.39,1920.0,25639.269,24575.829,Saturday,13.957
2012-06-17,357.8,2425.39,1699.0,24641.095,23617.723,Sunday,21.134999999999998
2012-06-18,332.6,2429.4,1580.0,5857.021,5421.929,Monday,21.414
2012-06-19,327.3,2444.86,1537.0,17436.733,16671.896,Tuesday,24.756
2012-06-20,363.1,2443.27,1586.0,24834.104,23801.855,Wednesday,19.041
2012-06-21,415.0,2425.78,1552.0,24296.472,23281.998,Thursday,20.931
2012-06-22,334.6,2416.95,1719.0,23943.231,22950.196,Friday,26.502
2012-06-23,323.3,2418.92,1865.0,23162.179,22183.047,Saturday,18.603
2012-06-24,339.0,2438.11,1559.0,16249.904,15512.174,Sunday,18.03
2012-06-25,357.5,2435.02,1582.0,24850.154,23819.677,Monday,22.599
2012-06-26,353.9,2432.63,1567.0,24776.643,23748.993,Tuesday,30.636
2012-06-27,378.1,2439.03,1340.0,23846.002,22855.646,Wednesday,21.448
2012-06-28,397.1,2431.99,1464.0,23741.693,22755.665,Thursday,21.503
2012-06-29,428.6,2438.71,1617.0,23610.266,22623.075,Friday,18.703
2012-06-30,402.6,2432.61,1876.0,12210.52,11590.73,Saturday,24.295
2012-07-01,364.1,2437.83,1617.0,21535.222,20631.121,Sunday,18.576
2012-07-02,324.4,2434.56,1670.0,22173.272,21230.587,Monday,23.547
2012-07-03,329.3,2433.36,1733.0,19815.642,18964.536,Tuesday,22.517
2012-07-04,350.5,2442.45,1481.0,19762.231,18902.628,Wednesday,20.949
2012-07-05,377.2,2439.1,1534.0,24901.744,23874.29,Thursday,17.619
2012-07-06,424.2,2442.82,1451.0,22543.49,21603.751,Friday,19.401
2012-07-07,413.1,2446.09,1593.0,4497.615,4097.138,Saturday,14.465
2012-07-08,456.1,2439.53,1590.0,19640.834,18793.195,Sunday,23.663
2012-07-09,456.6,2440.35,1463.0,24914.797,23886.433,Monday,28.836
2012-07-10,418.7,2446.93,1470.0,23589.478,22614.758,Tuesday,16.799
2012-07-11,433.7,2440.7,1601.0,24093.588,23102.381999999998,Wednesday,19.437
2012-07-12,462.1,2433.82,1567.0,23995.102,23008.009000000002,Thursday,21.508
2012-07-13,459.4,2435.5,1535.0,18464.097,17666.487,Friday,24.303
2012-07-14,484.9,2431.19,1569.0,11458.009,10881.817,Saturday,29.15
2012-07-15,416.4,2429.38,1585.0,24391.017,23391.756,Sunday,21.947
2012-07-16,452.0,2426.05,1525.0,24062.063000000002,23054.836,Monday,19.964
2012-07-17,493.5,2421.39,1526.0,22124.717,21180.385,Tuesday,19.076
2012-07-18,424.8,2435.5,1564.0,21734.324,20796.749,Wednesday,22.217
2012-07-19,465.40000000000003,2437.78,1548.0,19379.419,18533.222,Thursday,22.446
2012-07-20,406.2,2440.4,1739.0,24473.262,23448.004,Friday,24.244
2012-07-21,434.0,2449.18,1581.0,24355.054,23333.791,Saturday,22.348
2012-07-22,392.3,2441.56,1547.0,23730.046,22733.103,Sunday,20.934
2012-07-23,344.3,2449.45,1728.0,23195.219,22219.159,Monday,19.519
2012-07-24,397.7,2446.39,1630.0,22755.663,21786.852,Tuesday,18.346
2012-07-25,438.6,2436.42,1626.0,8523.081,8008.325,Wednesday,24.056
2012-07-26,485.7,2431.02,1509.0,8314.913,7804.621999999999,Thursday,22.541
2012-07-27,403.9,2437.33,1551.0,22336.813000000002,21393.679,Friday,18.102
2012-07-28,432.90000000000003,2447.9,1423.0,6327.021,5869.585,Saturday,19.16
2012-07-29,439.0,2447.48,1438.0,17373.964,16586.245,Sunday,19.006
2012-07-30,415.2,2446.92,1447.0,16749.197,15977.641,Monday,24.381
2012-07-31,432.9,2449.36,1391.0,24327.321,23317.204999999998,Tuesday,20.551000000000002
2012-08-01,425.8,2450.57,1433.0,14003.502,13335.517,Wednesday,21.69
