date,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,temperature,pressure,humidity,dc_output,ac_output,energy_kWh
2015-03-26,0,0,0,0,1,0,0,313.1,2455.5800000000004,2073.0,17755.12,17003.785,27.609999999999996
2015-03-27,1,0,0,0,0,0,0,292.8,2435.6499999999996,2011.0,21984.913999999997,21095.465999999997,26.380000000000006
2015-03-28,0,0,1,0,0,0,0,263.0,2450.25,1869.0,15309.761000000004,14649.016000000003,32.36
2015-03-29,0,0,0,1,0,0,0,225.7,2452.4200000000005,2209.0,16657.421,15955.188999999998,46.559999999999995
2015-03-30,0,1,0,0,0,0,0,305.99999999999994,2434.05,1937.0,11360.074999999999,10823.632000000001,23.469999999999995
2015-03-31,0,0,0,0,0,1,0,218.50000000000003,2435.5,1799.0,23079.605,22132.429,24.529999999999998
2015-04-01,0,0,0,0,0,0,1,197.40000000000003,2455.790000000001,1872.0,6702.096,6287.2699999999995,37.660000000000004
2015-04-02,0,0,0,0,1,0,0,195.7,2465.2399999999993,1840.0,11923.306,11363.69,30.56
2015-04-03,1,0,0,0,0,0,0,201.99999999999997,2449.6600000000003,1829.0,9614.098,9111.426000000001,37.480000000000004
2015-04-04,0,0,1,0,0,0,0,176.70000000000002,2442.75,1884.0,8110.977000000001,7646.993000000001,33.760000000000005
2015-04-05,0,0,0,1,0,0,0,173.8,2420.4999999999995,1911.0,16930.546000000002,16196.162999999999,33.24
2015-04-06,0,1,0,0,0,0,0,203.89999999999998,2419.7400000000002,1737.0,21513.220999999998,20614.773999999998,35.4
2015-04-07,0,0,0,0,0,1,0,211.20000000000002,2426.95,1879.0,14758.317000000003,14092.762999999999,33.07
2015-04-08,0,0,0,0,0,0,1,220.8,2440.3899999999994,1742.0,20787.805999999997,19913.423,24.729999999999997
2015-04-09,0,0,0,0,1,0,0,248.2,2443.02,1607.0,15110.799,14433.748,25.37
2015-04-10,1,0,0,0,0,0,0,231.7,2422.05,1803.0,9331.839000000002,8824.008,25.410000000000007
2015-04-11,0,0,1,0,0,0,0,200.90000000000006,2426.1800000000003,1614.0,19862.503999999997,19007.005,38.19
2015-04-12,0,0,0,1,0,0,0,196.50000000000003,2448.5700000000006,1600.0,15802.395,15102.122000000001,40.58
2015-04-13,0,1,0,0,0,0,0,175.7,2429.2400000000002,2015.0,15351.567,14657.567,32.71000000000001
2015-04-14,0,0,0,0,0,1,0,192.40000000000003,2453.02,1742.0,23100.228,22137.888,31.76
2015-04-15,0,0,0,0,0,0,1,199.1,2476.609999999999,1735.0,24188.989999999998,23180.470999999998,30.599999999999994
2015-04-16,0,0,0,0,1,0,0,229.9,2466.67,1704.0,14364.687,13710.609,31.27
2015-04-17,1,0,0,0,0,0,0,269.19999999999993,2456.63,1870.0,25234.701999999994,24195.504000000004,26.799999999999994
2015-04-18,0,0,1,0,0,0,0,260.4,2463.92,1908.0,11416.616,10870.522,28.410000000000004
2015-04-19,0,0,0,1,0,0,0,264.9,2449.28,1935.0,24277.543,23282.827,30.46
2015-04-20,0,1,0,0,0,0,0,295.79999999999995,2430.47,1822.0,25353.459999999995,24323.778,21.049999999999997
2015-04-21,0,0,0,0,0,1,0,261.3,2429.85,1996.0,23785.734999999997,22810.218999999994,26.089999999999996
2015-04-22,0,0,0,0,0,0,1,241.7,2444.6499999999996,1403.0,19599.810999999998,18784.937,32.97
2015-04-23,0,0,0,0,1,0,0,192.19999999999996,2424.2699999999995,1841.0,4129.2,3759.199,34.519999999999996
2015-04-24,1,0,0,0,0,0,0,182.4,2418.7400000000002,1968.0,18870.328999999998,18076.779,33.89
