date,temperature,humidity,pressure,dc_output,ac_output,energy_kWh
2016-06-09,350.0,1470.0,2429.2999999999997,10872.747000000001,10302.511999999997,7.260000000000001
2016-06-10,336.1,1624.0,2433.18,14685.188,13998.121,10.39
2016-06-11,325.9,1833.0,2449.48,8358.264,7861.075,13.41
2016-06-12,357.79999999999995,1652.0,2455.55,18421.588000000003,17606.82,7.950000000000001
2016-06-13,352.80000000000007,1662.0,2432.9199999999996,14592.677999999998,13900.964000000002,9.24
2016-06-14,276.4,1800.0,2427.6800000000003,11658.853000000001,11070.072,9.419999999999998
2016-06-15,280.3999999999999,1791.0,2432.05,21376.329999999998,20464.632,7.629999999999999
2016-06-16,319.0,1682.0,2440.609999999999,25639.269000000004,24575.829,17.47
2016-06-17,373.1,1593.0,2447.0699999999997,24641.094999999998,23617.723,7.969999999999999
2016-06-18,316.20000000000005,2091.0,2447.49,5857.021,5421.929000000001,10.459999999999999
2016-06-19,335.40000000000003,1991.0,2465.74,17436.733,16671.896,7.790000000000002
2016-06-20,381.29999999999995,1914.0,2450.08,24834.103999999996,23801.855,8.370000000000001
2016-06-21,391.80000000000007,1731.0,2453.3100000000004,24296.472,23281.998000000003,9.459999999999999
2016-06-22,384.7,1875.0,2441.2000000000003,23943.231,22950.196,8.38
2016-06-23,363.1,2017.0,2434.4000000000005,23162.179,22183.047,6.590000000000001
2016-06-24,364.5999999999999,1834.0,2448.32,16249.903999999999,15512.174,9.079999999999998
2016-06-25,380.09999999999997,1853.0,2457.6600000000008,24850.154,23819.677,18.799999999999997
2016-06-26,420.2,1908.0,2452.65,24776.643,23748.992999999995,9.799999999999997
2016-06-27,470.50000000000006,1775.0,2446.49,23846.002,22855.645999999997,4.790000000000002
2016-06-28,431.09999999999997,1838.0,2448.3,23741.693,22755.665000000005,3.2899999999999996
2016-06-29,428.0,1824.0,2447.5699999999997,23610.266,22623.075,3.25
2016-06-30,402.90000000000003,1786.0,2449.53,12210.52,11590.730000000001,3.1900000000000004
2016-07-01,391.9,1768.0,2444.36,21535.222,20631.121000000003,3.1
2016-07-02,449.5000000000001,1708.0,2437.0099999999998,22173.272,21230.587000000003,3.3449999999999998
2016-07-03,431.29999999999995,1582.0,2441.67,19815.642,18964.536,3.09
2016-07-04,412.8,1719.0,2443.0899999999992,19762.231,18902.628000000004,3.01
