date,temperature,humidity,pressure,dc_output,ac_output,energy_kWh
2016-06-29,428.0,1824.0,2447.5699999999997,23610.266,22623.075,9.290000000000001
2016-06-30,402.90000000000003,1786.0,2449.53,12210.52,11590.730000000001,3.379999999999999
2016-07-01,391.9,1768.0,2444.36,21535.222,20631.121000000003,3.0500000000000003
2016-07-02,449.5000000000001,1708.0,2437.0099999999998,22173.272,21230.587000000003,3.429999999999999
2016-07-03,431.29999999999995,1582.0,2441.67,19815.642,18964.536,3.0600000000000005
2016-07-04,412.8,1719.0,2443.0899999999992,19762.231,18902.628000000004,7.04
2016-07-05,371.7,1917.0,2442.609999999999,24901.744000000006,23874.29,3.0700000000000003
2016-07-06,402.30000000000007,1760.0,2440.1,22543.489999999998,21603.751000000004,7.09
2016-07-07,380.69999999999993,2024.0,2428.6300000000006,4497.615,4097.138,3.849999999999999
2016-07-08,421.2,1882.0,2424.59,19640.834000000003,18793.195,6.884999999999999
2016-07-09,403.50000000000006,1824.0,2431.8100000000004,24914.797,23886.433,11.629999999999999
2016-07-10,424.40000000000003,1731.0,2436.41,23589.478,22614.758,4.21
2016-07-11,396.3,1744.0,2439.68,24093.588,23102.381999999998,4.02
2016-07-12,427.29999999999995,1829.0,2437.6400000000003,23995.102000000006,23008.009000000002,10.84
2016-07-13,419.9,1916.0,2453.2,18464.096999999998,17666.487,9.99
2016-07-14,409.79999999999995,1827.0,2453.6400000000003,11458.009000000002,10881.817000000001,5.680000000000001
2016-07-15,413.5,1808.0,2446.65,24391.016999999996,23391.756000000005,7.9
2016-07-16,429.30000000000007,1890.0,2440.2400000000002,24062.063000000006,23054.836,4.87
2016-07-17,451.1,1950.0,2433.42,22124.716999999997,21180.385000000002,4.91
2016-07-18,467.40000000000003,1821.0,2432.48,21734.324000000004,20796.749000000003,13.17
2016-07-19,448.6,1786.0,2442.1,19379.419,18533.222000000005,12.780000000000001
2016-07-20,470.8,1740.0,2444.890000000001,24473.262,23448.004,7.529999999999999
2016-07-21,468.20000000000005,1798.0,2440.72,24355.054,23333.791000000005,12.9
2016-07-22,469.3,1611.0,2448.7500000000005,23730.046000000002,22733.103,7.0200000000000005
2016-07-23,426.0,1749.0,2455.3099999999995,23195.219,22219.159,4.2700000000000005
